vi,ch
"Sở Tương Vương dữ Tống Ngọc du ư Vân Mộng chi phố, sử Ngọc phú Cao Đường chi sự. Kỳ dạ vương tẩm, quả mộng dữ Thần nữ ngộ, kỳ trạng thậm lệ. Vương dị chi, minh nhật dĩ bạch Ngọc.",楚襄王與宋玉遊於雲夢之浦，使玉賦高唐之事。其夜王寢，果夢與神女遇，其狀甚麗。王異之，明日以白玉。
Ngọc viết: Kỳ mộng nhược hà?,玉曰：其夢若何？
"Vương đối viết: Bô tịch chi hậu, tinh thần hoảng hốt, nhược hữu sở hỉ. Phân phân nhiễu nhiễu, vị tri hà ý. Mục sắc phảng phất, sạ nhược hữu ký. Kiến nhất phụ nhân, trạng thậm kỳ dị. Mị nhi mộng chi, ngụ bất tự chí. Võng hề bất lạc, trướng nhiên thất chí. Ư thị phủ tâm định khí, phục kiến sở mộng.",王對曰：晡夕之後，精神怳忽，若有所喜。紛紛擾擾，未知何意。目色髣髴，乍若有記。見一婦人，狀甚奇異。寐而夢之，寤不自識。罔兮不樂，悵然失志。於是撫心定氣，復見所夢。
Ngọc viết: Trạng hà như dã?,玉曰：狀何如也？
"Vương viết: Mậu hĩ mỹ hĩ, chư hảo bị hĩ. Thịnh hĩ lệ hĩ, nan trắc cứu hĩ. Thượng cổ ký vô, thế sở vị kiến. Khôi tư vĩ thái, bất khả thắng tán. Kỳ thuỷ lai dã, diệu hồ nhược bạch nhật sơ xuất chiếu ốc lương. Kỳ thiểu tiến dã, hạo nhược minh nguyệt thư kỳ quang. Tu du chi gian, mỹ mạo hoành sinh. Diệp hề như hoa, ôn hồ như oánh. Ngũ sắc tịnh trì, bất khả đàn hình. Tường nhi thị chi, đoạt nhân mục tinh. Kỳ thịnh sức dã, tắc la hoàn ỷ hội thịnh văn chương, cực phục diệu thái chiếu vạn phương. Chấn tú y, bị quái thường. Nùng bất đoản, tiêm bất trường. Bộ duệ duệ hề diệu điện đường. Hốt hề cải dung, uyển nhược du long thừa vân tường. Đoạ bị phục, đoái bạc trang. Mộc lan trạch, hàm nhược phương. Tính hoà thích, nghi thị bàng. Thuận tự ti, điều tâm trường.",王曰：茂矣美矣，諸好備矣。盛矣麗矣，難測究矣。上古既無，世所未見。瑰姿瑋態，不可勝贊。其始來也，耀乎若白日初出照屋梁。其少進也，皎若明月舒其光。須臾之間，美貌橫生。曄兮如華，溫乎如瑩。五色並馳，不可殫形。詳而視之，奪人目精。其盛飾也，則羅紈綺繢盛文章，極服妙采照萬方。振繡衣，被褂裳。穠不短，纖不長。步裔裔兮曜殿堂。忽兮改容，婉若遊龍乘雲翔。嫷被服，侻薄裝。沐蘭澤，含若芳。性和適，宜侍旁。順序卑，調心腸。
Vương viết: Nhược thử thịnh hĩ! Thí vi quả nhân phú chi.,王曰：若此盛矣！試為寡人賦之。
Ngọc viết: Duy duy.,玉曰：唯唯。
"Phù hà Thần nữ chi giảo lệ hề, hàm âm dương chi ác sức.",夫何神女之姣麗兮，含陰陽之渥飾。
"Bị hoa tảo chi khả hảo hề, nhược phí thuý chi phấn dực.",被華藻之可好兮，若翡翠之奮翼。
"Kỳ tượng vô song, kỳ mỹ vô cực.",其象無雙，其美無極。
