vi,ch
"Bộc bố huyền sương, long đê ỷ không.",瀑布懸霜，龍隄倚空。
"Tản Viên xanh không nhi trấn bắc, Đà giang thấu ngọc dĩ lưu đông.",傘圓撐空而鎮北，沱江漱玉以流東。
"Thử thiên địa thiết hiểm, dĩ tráng Nam cực khôn duy chi thế; nhi Nghệ Hoàng trú tất, dĩ khai vạn thế trung hưng chi công.",此天地設險，以壯南極坤維之勢；而藝皇駐驆，以開萬世中興之功。
"Quan kỳ: liên lạc Lao quan, khống ách Vân kiêu.",觀其：聯洛牢關，控扼雲徼。
"Khâm đái bách Man, hầu yết lục Chiếu.",襟帶百蠻，喉咽六詔。
"Toàn ngoan tù tốt, vạn sơn hoàn ủng nhi thanh lai; đãng quyết uông dương, chúng thuỷ bôn đằng nhi bạch nhiễu.",嶜岏崷崒，萬山環擁而青來；蕩潏汪洋，眾水奔騰而白繞。
Hãn chư trấn chi hạn phiên; cứ thượng lưu chi tân yếu.,捍諸鎮之限藩；據上流之津要。
"Nhĩ nãi: tiện nam quát bách, kỷ tử dự chương.",爾乃：楩柟栝柏，杞梓豫章。
Thúc mạch bái bái hề đôi lũng; tang ma truỵ truỵ hề thành hàng.,菽麥旆旆兮堆壟，桑麻隧隧兮成行。
"Vũ mao xỉ cách hề, ba cập ư lân giới; kim ngân châu ngọc hề, diễn dật ư biên cương.",羽毛齒革兮，波及於鄰界；金銀珠玉兮，衍溢於邊疆。
"Tra phù sách dẫn, điểu đạo thố khanh.",槎浮索引，鳥道兔坑。
"Liễn sâm hiến chí, phủ ngưỡng quan quang.",輦琛獻贄，俯仰觀光。
"Thành vi quốc gia chi ngoại phủ, nhi vạn bảo chi sở trân tàng.",誠為國家之外府，而萬寶之所珍藏。
"Tư tích: ngao cực chấn kinh, la đồ điên chí.",思昔：鰲極震驚，蘿圖顛躓。
"Ách tao tứ bách, vận đinh nhuận quý.",厄遭四百，運丁潤季。
"Hoang dâm vô độ, Xương Vương di Hán tộ chi long; hồ mị phi xương, Vũ thị thiết Đường gia chi khí.",荒淫無度，昌王移漢祚之隆；狐媚披猖，武氏竊唐家之器。
"Nhật nguyệt hôn nhi vô quang, thiên địa lẫm kỳ tương huỷ.",日月昏而無光，天地凜其將毀。
"Duy Nghệ Hoàng chi hiềm thân, thường tiểu tâm chi chuý chuý.",惟藝皇之嫌親，常小心之惴惴。
"Đãi vô khả ư nại hà, nãi nhập sơn nhi đào tỵ.",逮無可於奈何，乃入山而逃避。
"Môn la vạn lý, nhi tuyết nhiễm thiên hành; hồi thủ thất lăng, nhi huyết ban song lệ.",捫蘿萬里，而雪染千莖；回首七陵，而血班雙淚。
"Chiêm thuý hoa hề dao dao, nghiễm lục long chi lệ chỉ.",瞻翠華兮搖搖，儼六龍之淚止。
"Hấp chư hầu hề ảnh tòng, ống quần anh hề khuân chí.",翕諸侯兮影從，蓊群英兮麇至。
"Hùng bi chi sĩ, tam thiên nhi đồng tâm; tì hổ chi quân, bách vạn nhi lai tuỵ.",熊羆之士，三千而同心；貔虎之軍，百萬而來萃。
"Chỉnh đại giá dĩ hồi kinh, tân hồ tương nhi nghinh quĩ.",整大駕以回京，繽壺漿而迎餽。
"Chỉ huy nhi yêu nghiệt nghinh hàng, đàm tiếu nhi hung đồ tống tử.",指揮而妖孽迎降，談笑而兇徒送死。
"Tẩy lục hợp chi tinh chiên, đãng cung đình chi phân ế.",洗六合之腥羶，蕩宮庭之氛翳。
"Huyền nhật nguyệt ư trung thiên, điện phi cơ ư vạn thế.",懸日月於中天，奠丕基於萬世。
"Nhiên hậu tri: Nghệ Hoàng vi tư trấn, an năng chí thành công chi nguy nguy;",然後知：藝皇微斯鎮，安能至成功之巍巍；
"Tư trấn vi Nghệ Hoàng, an năng xứng gia danh chi vĩ vĩ tai!",斯鎮微藝皇，安能稱嘉名之煒煒哉！
Ô hô! Y hi!,嗚呼！噫嘻！
"Vân Sạn oanh vu, Kiếm Các khung sùng, tuy túc dĩ thoát Minh Hoàng chi nạn, nhi Ngọc Luỹ yêm lưu, bất năng hồi Đường triệt nhi đông;",雲棧縈紆，劍閣穹崇，雖足以脫明皇之難，而玉纍淹流，不能回唐轍而東；
"Hào Lũng hiểm trở, Lạc Dương thích trung, tuy túc dĩ chí Bình Vương chi hạnh, nhi ngũ thành tự tiểu, bất năng phản Kỳ Chu chi Phong.",淆隴險阻，洛陽適中，雖足以至平王之幸，而五城自小，不能返岐周之封。
"Nhiên hậu tri: Nghệ Hoàng chi công, Thiên Hưng chi trấn, lịch vạn thế nhi mạc dữ chi thất mỹ nhi tỷ long dã.",然後知：藝皇之功，天興之鎮，歷萬世而莫與之匹美而比隆也。
Nãi bái thủ khể thủ nhi vi chi ca viết:,乃拜手稽首而為之歌曰：
"Tráng tai Thiên Hưng, vi Nam phương chi biểu cực hề.",壯哉天興，為南方之表極兮。
"Khải ngã hoàng đồ thuỳ thiên ức hề,",啟我皇圖垂千憶兮，
"Ô duy Nghệ Hoàng, bất thị hiểm nhi thị đức hề.",於維藝皇，不恃險而恃德兮。
