vi,ch
"Nhược hữu vật hề chí vi, sấm diệu xảo hề hoá ky.",若有物兮至微，闖妙巧兮化機。
"Hà linh linh nhi dị dị, phục quái quái nhi kỳ kỳ.",何靈靈而異異，復怪怪而奇奇。
"Hình tuy trùng chi đặc tiếu, thân thị diệp chi giai vi.",形雖虫之特肖，身是葉之皆為。
"Sưu đồ kinh ư vãng điệp, cánh mạc thức nhi mạc tri.",蒐圖經於往牒，竟莫識而莫知。
Tư phi Kim Âu sơn trang chi thụ thượng nhi hoá tác diệp mã nhi giả hồ!,茲非金甌山莊之樹上而化作葉馬兒者乎。
Quan kỳ:,觀其：
"Thông thiến thái phù, quyền kỳ tú trạc.",蔥蒨彩浮，權奇秀擢。
"Bối thụ tích hề cắng liên, phúc hoành văn hề ẩn ước.",背豎脊兮亙連，腹橫文兮隱約。
"Bỉ giác bỉ đề, thục tiễn thục tước?",彼角彼蹄，孰剪孰削？
"Tố tưởng tượng ư hồng mông, uyển long mã chi tương nhược.",溯想像於鴻蒙，苑龍馬之相若。
"Tích tuy bạng ư lâm tuyền, chí tẩm trì ư liêu khoác.",跡雖傍於林泉，志寔馳於寥廓。
"Khế Hầu Lĩnh chi nguyệt minh, hy Phù Tang chi hiểu trạc.",憩緱嶺之月明，晞扶桑之曉濯。
"Phong dao chi ảnh, kinh ngọc lặc chi tương huy.",風搖枝影，驚玉勒之將揮。
"Hà chuyển thụ yêu, hoảng kim ky chi sơ lạc.",霞轉樹腰，恍金羈之初絡。
"Thích ngộ viên đinh, như phùng Bá Nhạc.",適遇園丁，如逢伯樂。
"Chuyển miện hồ thanh lâm chi trắc, la trí hồ ỷ tịch chi tiền.",轉眄乎青林之側，羅置乎綺席之前。
"Hoan thừa nặc nhất, giá trọng kim thiên.",歡承諾一，價重金千。
"Bỉ tập liệu chi đào trùng, do kiến ca ư “Chu tụng”.",彼集蓼之桃蟲，猶見歌於周頌。
"Nhi tại tang chi hoắc thục, thượng bá vịnh ư “Mân thiên”.",而在桑之藿蠋，尚播詠於豳篇。
"Thẩn thị vật chi chí vi, ngụ hoá công chi thâm ý.",矧是物之至微，寓化工之深意。
"Bất sinh hồ khoan nhàn chi dã, nhi thác tích ư động thiên.",不生乎寬閒之野，而托跡於洞天。
"Bất xứ hồ tịch mịch chi tân, nhi lai du ư phúc địa.",不處乎寂寞之濱，而來遊於福地。
"Đắc phi huỷ trung chi linh, mao trung chi dị hồ!",得非卉中之靈，毛中之異乎。
"Phủ ngưỡng kim cổ, thiên tải phù khế.",俯仰今古，千載符契。
"Trị thuỷ tất nhi qui trình, tác kinh thành nhi lân chí.",治水畢而龜程，作經成而麟至。
"Lượng khí ứng chi thích nhiên, diệc thánh hiền chi lực trí.",諒氣應之適然，亦聖賢之力致。
Ngã Thánh tướng: tâm tạo hoá chi tâm dĩ vi tâm; trí tạo hoá chi trí dĩ vi trí.,我聖相：心造化之心以為心，智造化之智以為智。
"Thủ thiên xích nhi đế tượng hồ càn khôn, cung hoá quân nhi đào thành hồ thứ vị.",手天尺而締匠乎乾坤，躬化鈞而陶成乎庶彙。
"Phàm phú hình tiếu chất ư lưỡng gian giả, mạc bất cổ vũ hồ xuân phong mộc dục hồ hoà khí.",凡賦形肖質於兩間者，莫不鼓舞乎春風沐浴乎和氣。
"Sinh giả lạc kỳ sinh, toại giả đắc kỳ toại.",生者樂其生，遂者得其遂。
"Công giả trình kỳ năng, thuật giả thụ kỳ kỹ.",工者程其能，術者售其技。
"Chí tư quyên nhuyễn chi vi trùng, diệc hiệu xảo tâm chi nhất thí.",至茲蜎蝡之微虫，亦效巧心之一試。
"Nhân quan vật dĩ hưng hoài, mặc cảm phu hồ khí loại.",因觀物以興懷，默感孚乎氣類。
"Kỳ kỷ thuật dã, Đường Thúc đắc Gia Hoà chi thư.",其紀述也，唐叔得嘉禾之書。
"Kỳ thưởng ngoạn dã, Thành Vương vô tiễn đồng chi hí.",其賞玩也，成王無剪桐之戲。
"Cẩu phi tạo vật chi diệu, hoá công chi chí, an năng trí thị hồ!",苟非造物之妙，化工之至，安能致是乎！
"Ngưỡng duy: thánh trí chi năng, nhi phi chúng nhân chi sở khả nghị dã.",仰惟：聖智之能，而非眾人之所可議也。
"Thiết hựu: phản phúc thiên tâm, trừu dịch nhân sự.",竊又：反覆天心，紬繹人事。
"Dữ kỳ sinh thụ thượng linh dị chi trùng, thục nhược sản nhân trung tuấn dật chi tài, cao mại chi sĩ?",與其生樹上靈異之虫，孰若產人中俊逸之才，高邁之士？
"Dữ kỳ vịnh “Mã nhi” chi thi, thục nhược giảng “Lỗ tụng” “Hữu bật” chi chương, cứu “Lỗ luận” “Đức ký” chi chỉ?",與其詠馬兒之詩，孰若講魯頌有駜之章，究魯論德冀之旨？
"Nhiên nhi vật chi linh dị giả, do thả ái chi; huống hiền ư vật nhi tối linh tối dị giả hồ!",然而物之靈異者，猶且愛之，況賢於物而最靈最異者乎。
"Nguyện sung ái vật chi tâm, nhi vi ái hiền chi tâm; suy đãi vật chi chí, nhi vi đãi hiền chi chí.",願充愛物之心，而為愛賢之心，推待物之志，而為待賢之志。
"Quan thụ diệp tắc tư “Vực phác” tác nhân chi phương, “Tinh nga” dục tài chi nghĩa.",觀樹葉則思棫樸作人之方，菁莪育才之義。
"Ngoạn “Mã nhi” tắc niệm “Sô ngu”, “Lân chỉ” chi nhân, “Quan thư”, “Thước sào” chi mỹ.",玩馬兒則念騶虞，麟趾之仁，關雎，鵲巢之美。
"Tài quán chi hạ, tuấn khả thị nhi kim khả quyên.",材館之下，駿可巿而金可捐。
"Tân mạc chi gian, Ôn khả chiêu nhi Thạch khả trí.",賓幕之間，溫可招而石可致。
"Sử lang miếu trăn tiếu tượng chi cầu, sơn trạch phấn ngoạ long chi khởi.",使廊廟臻肖像之求，山澤奮臥龍之起。
"Phù như thị tắc phô trương hoằng hưu, vịnh ca thịnh đức, cố bất quang đại nhi diệp vĩ giả da?",夫如是則，鋪張宏休，詠歌盛德，顧不光大而燁韙者耶？
"Ta vi sinh chi hà tu, hạnh tao phùng ư thịnh tế.",嗟微生之何修，幸遭逢於盛際。
"Thiểm nhập mạc chi gia tân, hà mệnh đề chi thịnh ý.",忝入幕之嘉賓，苛命題之盛意。
"Đàn khắc chử chi tiện công, hiệu điêu trùng chi mạt kỹ.",殫刻楮之賤工，效彫虫之末技。
"Ký vi vật dĩ dã hoài, hiến đắc hiền vi thượng thuỵ!",記微物以野懷，獻得賢為上瑞！
