vi,ch
"Thị tuế thập nguyệt ký vọng, Học Tốn thị tự Bảo Triện chi dưỡng trai quy vu Hà Khẩu thư viện, kê minh sách mã vu kỳ đồ nhi chi Thiên Thai sơn.",是歳十月既望，學遜氏自寶篆之養齋，歸于河口書院，雞鳴策馬迂其途而之天台山。
"Đông phương dục minh, thiên sắc thượng lê.",東方欲明，天色尚黎。
"Ải nãi nhất thanh, quần sơn chuyển huy.",欸乃一聲，群山轉暉。
"Trắc bỉ thôi ngôi, phóng nhãn hoành di.",陟彼崔嵬，放眼紘夤。
"Yên quang vạn thái, tỉ bộ bất tề.",煙光萬態，徙步不齊。
"Nãi uỷ bí chỉ sách, túng mã chi sở chi.",乃委轡止策，縱馬之所之。
"Hốt yên sơn đê thụ thuý, loan hồi thuỷ mị.",忽焉山低樹翠，灣迴水媚。
"Tán lịch ngại lý, bình cương sa khỉ.",散礫礙履，平崗沙起。
"Hổ báo củng thị, cầu long tác thế.",虎豹拱視，虯龍作勢。
"Kim cương ủ lũ, sư tử phục địa.",金剛傴僂，獅子伏地。
"Bại bích thành đôi, phác bi thất lệ.",敗壁成堆，撲碑失隸。
"Thác nhận thiền căn, hoảng nhiên thiên thị.",錯認禪根，恍然天市。
Dã tẩu vị ngôn:,野叟為言：
- Thử tiên triều hành cung chi cố chỉ dã.,此先朝行宮之故址也。
"Dư tòng nhi vấn kỳ sự,",余從而問其事，
Tắc lịch lịch như Vân Du chi sở ký.,則歷歷如雲遊之所記。
"Thịnh vãn tuần hoàn, cố sự thành lan.",盛晩循環，故事成瀾。
"Ngẫu xúc mục nhi thương tâm, giác lâm phong nhi hậu nhan.",偶觸目而傷心，覺臨風而厚顔。
"Khoảnh hữu nhất nhân, tòng sơn biên lai,",頃有一人，從山邊來，
"Nhận thị cố nhân, tương kiến thậm hoan.",認是故人，相見甚歡。
"Tương dữ bả ác vu tùng phong chi hạ,",相與把握于松風之下，
Đề huề ư trúc thạch chi gian.,提攜於竹石之間。
"Tự bình sinh chi khế khoát,",敘平生之契闊，
Bình vũ trụ chi đại quan.,評宇宙之大觀。
"Cố nhân hứng tận, dư do bàn hoàn.",故人興盡，余猶盤桓。
Quái nhi vấn dư viết:,怪而問余曰：
"- Thiên địa danh thắng đa hỹ,",天地名勝多矣，
Nhi tử hà luyến hồ tư san?,而子何戀乎斯山。
Viết:,曰：
"- Tạo thiết vô cùng, tế bàn phi trách.",造設無窮，際蟠非窄。
"Nhân sinh kỳ gian, quý hồ thuận thích.",人生其間，貴乎順適。
"Dư cái ố thành thị chi huyên hoa,",余蓋惡城市之諠譁，
Hỷ sơn cư chi nhã tịch.,喜山居之雅寂。
"Tương dĩ sảng hồ dư hoài,",將以爽乎余懷，
Khởi dư hiếu vu cùng tịch.,豈余好于窮僻。
"Sơn bất tại cao, thuỷ bất tại thâm.",山不在高，水不在深。
"Sơn thuỷ chi lạc, ngụ ư mục nhi đắc ư tâm.",山水之樂，寓於目而得於心。
Hà tất:,何必：
"Cùng Hổ Khê chi nguyên, thám Nhạn Đãng chi quật.",窮虎溪之源，探雁蕩之窟，
"Phan thê cốt chi sào, khám tiềm giao chi thất.",攀梯鶻之巢，瞰潛蛟之室。
