vi,ch
"Đệ, dã ngu Phan Đình Phùng bút phục.",弟，野愚潘廷逢筆復。
"Trần Đình Túc, Nguyễn Hữu Độ, Hoàng Hữu Thường, Võ Nhự đồng bái.",陳廷肅，阮有度，黃有常，武洳仝拜。
"Trượng phu hứa quốc, duy kiệt lực ư đương vị;",丈夫許國，惟竭力於當為；
"Chí sĩ thành nhân, khởi sát thân chi túc tích.",志士成仁，豈殺身之足惜。
"Tự phi kiến nguy trí mệnh, xác hữu cương trường;",自非見危致命，確有剛腸；
"Thế năng thị tử như quy, hào vô chuyển kế.",世能視死如歸，毫無轉計。
Cố Hà Ninh tổng đốc Hoàng đại nhân:,故河寧總督黃大人：
Tằng lăng khí cốt;,嶒崚氣骨；
Lỗi lạc phong tư.,磊落風姿。
"Cụ công minh thanh chính chi tài, triều hữu trực thanh, quận hữu năng tích;",具公明清正之才，朝有直聲，郡有能績；
"Phụ tuấn tiễu quảng ngung chi khí, môn vô tư yết, gia vô hậu thuý.",負峻悄廣隅之氣，門無私謁，家無厚邃。
Phương đương Long Biên kiến tiết chi sơ;,方當龍邊建節之初；
Dĩ hữu kình hải dương ba chi lự.,已有鯨海揚波之慮。
"Bất đồng giả lực, cố tri thời thế chi nan;",不同者力，固知時勢之難；
"Duy ký quyết tâm, diệc viết phong cương chi trách.",惟既厥心，亦曰封疆之責。
"Hi sinh cảnh thượng, ký hoà hiếu nhi đãi bỉ chi lai;",犧牲境上，既和好而待彼之來；
"Giáp mã thành biên, nại lăng bách nhi thụ ngã dĩ khốn.",甲馬城邊，奈陵迫而受我以困。
"Phong đình nhất trận, yên trần cô dung;",風霆一陣，煙塵孤墉；
"Quân khí ký suy, công kế toại quyết.",軍氣既衰，公計遂決。
"Vân quan hồi thủ, khởi vô Quản Di Ngô tam tẩu chi tư;",雲關回首，豈無管夷吾三走之思；
"Nùng lĩnh ngưng mâu, cánh thiết Hoa Tư Mã phục lai chi sỉ.",濃嶺凝眸，更切花司馬復來之恥。
"Thảng thốt hoàng cung bái mỹ, thần tội đương tru;",倉卒皇宮拜鎂，臣罪當誅；
"Thung dung Võ Miếu quyên sinh, minh thần cộng chứng.",從容武廟捐生，明神共證。
"Cô trung khả bạch, tố nhất trường chi liệt liệt oanh oanh;",孤忠可白，做一場之烈烈轟轟；
"Công luận do tồn, phó chúng khẩu chi phi phi thị thị.",公論猶存，付眾口之非非是是。
Ô hô!,嗚呼！
"Doanh hoàn vận hội, thiên cổ sáng văn;",瀛寰運會，千古創聞；
"Nhĩ chử phong ai, thập niên lưỡng độ.",珥渚風埃，十年兩度。
"Khách sái Tân Đình chi lệ, thử nhật sơn hà;",客灑新亭之淚，此日山河；
"Sĩ chiêu lữ sấn chi hồn, cựu thời bộ khúc.",士招旅襯之魂，舊時部曲。
"Độc thị trung can nghĩa phủ, văn kiến đồng khâm;",獨是忠肝義腑，聞見同欽；
"Thứ cơ thiên trụ địa duy, cương thường bất truỵ.",庶幾天柱地維，綱常不墜。
"Duy tiền bằng điếu, thực quan nhân sinh ý khí chi bi;",惟前憑吊，寔關人生意氣之悲；
"Tận hậu cán hoàn, ích hệ thế đại tích kim chi cảm.",盡後幹還，益係世大昔今之感。
Viên sơ vu dẫn dụng đương phỉ ca.,爰疏蕪引用當𢸿歌。
