vi,ch
"Cửu nguyệt thâm thu hề, tứ dã phi sương,",九月深秋兮，四野飛霜，
"Thiên cao thuỷ hạc hề, hàn nhạn bi thương.",天高水涸兮，寒雁悲傷。
"Tối khổ nhung biên hề, nhật dạ bàng hoàng,",最苦戎邊兮，日夜徬徨，
"Phi kiên chấp nhuệ hề, cốt lật sa cương.",披肩執銳兮，骨慄沙崗。
"Ly gia thập niên hề, phụ mẫu sinh biệt,",離家十年兮，父母生別，
"Thê tử hà kham hề, độc túc cô phòng.",妻子何堪兮，獨宿孤房。
"Tuy hữu du điền hề, thuỳ dữ chi thủ,",雖有腴田兮，誰與之守，
"Lân gia tửu thục hề, thục dữ chi thường.",鄰家酒熟兮，孰與之嚐。
"Bạch phát y môn hề, vọng xuyên thu thuỷ,",白髮依門兮，望穿秋水，
"Trĩ tử ức niệm hề, lệ đoạn can trường.",稚子憶念兮，淚斷肝腸。
"Hồ mã tê phong hề, thượng tri luyến thổ,",胡馬嘶風兮，尚知戀土，
"Nhân sinh khách cửu hề, ninh vong cố hương.",人生客久兮，寧忘故鄉。
"Nhất đán giao binh hề, đạp nhẫn nhi tử,",一旦交兵兮，踏刃而死，
"Cốt nhục vi nê hề, suy thảo hào lương.",骨肉為泥兮，衰草濠梁。
"Hồn phách du du hề, uổng tri sở ỷ,",魂魄悠悠兮，枉知所倚，
"Tráng chí liêu liêu hề, phó chi hoang đường.",壯志寥寥兮，付之荒唐。
"Đương thử vĩnh dạ hề, truy tư thoái tỉnh,",當此永夜兮，追思退省，
"Cập tảo tán Sở hề, miễn tử thù phương.",及早散楚兮，免死殊方。
"Ngã ca khởi đản hề, thiên khiển cáo nhữ,",我歌豈誕兮，天譴告汝，
"Nhữ kỳ tri mệnh hề, vật vị diểu mang.",汝其知命兮，勿謂渺茫。
"Hán vương hữu đức hề, hàng quân bất sát,",漢王有德兮，降軍不殺，
"Ai cáo quy tịch hề, phóng nhữ ngao tường.",哀告歸籍兮，放汝翱翔。
"Vật thủ không doanh hề, lương đạo dĩ tuyệt,",勿守空營兮，糧道已絕，
"Chỉ nhật cầm Vũ hề, ngọc thạch câu thương.",指日擒羽兮，玉石俱傷。
"Sở chi thanh hề, tán Sở tốt,",楚之聲兮，散楚卒，
"Ngã năng xuy hề, hiệp lục luật.",我能吹兮，協六律。
"Ngã phi Tư hề, phẩm Đan Dương,",我非胥兮，品丹陽，
"Ngã phi Trâu hề, ca Yên Thất.",我非鄒兮，歌燕室。
"Tiên âm triệt hề, thông cửu thiên,",仙音徹兮，通九天，
"Thu phong khởi hề, sở vong nhật.",秋風起兮，楚亡日。
"Sở tức vong hề, nhữ yên quy?",楚即亡兮，汝焉歸？
"Thì bất đãi hề, như điện tật.",時不待兮，如電疾。
"Ca hề ca hề tam bách tự,",歌兮歌兮三百字，
Tự tự cú cú hữu thâm ý.,字字句句有深意。
"Vọng nhữ mạc tác đẳng nhàn khan,",望汝莫作等閒看，
"Nhập nhĩ quan tâm, nhĩ môn lao lao địa cẩn ký.",入耳關心，你們牢牢地謹記。
