vi,ch
"Thành Thái Ất Tị niên, Chử tiên giáng bút tự đề:",成泰乙巳年，渚仙降筆自題：
"Hà sơn quá nhãn kỷ thiên niên,",河山過眼幾千年，
Nhất khúc cao ca tán cửu thiên.,一曲高歌散九天。
"Giang chử nguyệt minh vân ảnh đạm,",江渚月明雲影淡，
Trạch lâm thuỷ trướng lũng sa viên.,澤林水漲隴沙圓。
"Mạn truyền cung lạp tiên gia sự,",漫傳筇笠仙家事，
Thuỳ thức lâu đài đế tử duyên.,誰識樓臺帝子緣。
"Đáo để nhất trần hoàn bất nhiễm,",到底一塵還不染，
Kim ngao giá hải ngụ vân yên.,金鰲駕海寓雲煙。
Dạ trạch tiên gia phú:,夜澤仙家賦：
"Ngọc khuyết thiên cao,",玉闕天高，
Kim đài địa tịch.,金臺地闢。
"Vân vạn trượng dĩ đằng phi,",雲萬丈以騰飛，
Thuỷ thiên trùng nhi ngưng bích.,水千重而凝碧。
"Biển chu phiếm phiếm, thuỳ tòng phỏng Bồng Lai tiên cảnh chi hư vô,",扁舟泛泛，誰從訪蓬萊仙境之虛無，
"Dạ Trạch mang mang, ngã độc sáng đế tử nhân duyên chi thuộc tịch.",夜澤汒汒，我獨創帝子因緣之屬籍。
"Tương truyền giang thượng, ngộ hoàng nữ dĩ thành thân,",相傳江上遇皇女以成親，
"Thuỳ thức tiên ban, bản châu cung chi mạc nghịch.",誰識仙班本珠宮之莫逆。
"Hùng Vương chi thế, thập cửu tương thừa,",雄王之世十九相承，
"Đế viết hữu bang, bỉ xu giả tử.",帝曰有邦彼姝者子。
"Nãi tòng tinh nhi hiển diệu, hoàn giá vũ lai Xích Đằng thắng địa chi gian,",乃從星而顯耀，還駕雨來赤藤勝地之間，
"Nhân phạt mộc dĩ tài lâu, biệt hướng phong vấn Bạch Xã viên cơ chi chỉ.",因伐木以裁樓，別向風問白社圓基之址。
"Thị xứ tiên gia kê khuyển, hà sự phi thăng,",是處仙家雞犬，何事飛昇，
"Ngẫu nhiên đại trạch long xà, tương tranh hộ tí.",偶然大澤龍蛇，相爭護庇。
"Hạnh tài thiên thụ, dược nhị biến hồ phương dân,",杏栽千樹，藥餌遍乎方民，
"Đào tặng vạn gia, ngâm vịnh truyền ư lư lý.",桃贈萬家，吟詠傳於閭里。
Thời tắc:,時則:
"Nguyệt minh dạ tĩnh,",月明夜靜，
Giang khoát thiên không.,江闊天空。
"Hoặc thừa chu nhi thuỳ điếu,",或乘舟而垂釣，
Hoặc ỷ trượng dĩ nghinh phong.,或倚杖以迎風。
"Huề thủ cao đài, lộng ngọc tiêu nhi phụng giáng,",攜手高臺，弄玉蕭而鳳降，
"Thí châm dật các, liên kim tự nhi uyên đồng.",試針逸閣，聯金字而鴛同。
"Trần ai phong cảnh thương mang, nan dung cửu trú,",塵埃風景蒼汒，難容久住，
"Nhật nguyệt hồ thiên ẩn ước, mỗi động cao tung.",日月壺天隱約，每動高蹤。
"Nãi từ đế khuyết, thướng biểu trần tình.",乃辭帝闕，上表陳情。
"Toàn hướng thần sơn, phỏng dư cựu lữ.",旋向神山，訪予舊侶。
"Xích Tùng thị vũ sư du hí, Thần Nông chi thế phi dao,",赤松是雨師遊戲，神農之世非遙，
"Thương Hiệt sinh văn tự khế thư, Bàn Cổ chi phong khả tự.",蒼頡生文字契書，盤古之風可緒。
"Hồi đầu giang chử, tam thập niên chi thác tích chuyển không,",回頭江渚，三十年之托跡轉空，
"Khấu thủ thiên môn, cửu vạn lý chi cao ca hữu tự.",扣手天門，九萬里之高歌有自。
"Lâu đài diệc huyễn,",樓臺亦幻，
Phần tử không lưu.,枌梓空留。
"Giang ba tịch tịch,",江波寂寂，
Vân ảnh du du.,雲影悠悠。
"Duyệt cổ kim chi trần tích,",閱古今之陳跡，
Cảm hoà thử ư giao khâu.,感禾黍於郊邱。
"Lai Công chi trúc thành lâm, đức năng triệu dị,",萊公之竹成林，德能兆異，
"Phan Lệnh chi đào kết thực, ngã diệc hà cầu.",潘令之桃結實，我亦何求。
"Nhiên nhi Thiệu Bá cam đường bất phạt, tổng nhân tâm chi tư mộ,",然而召伯甘棠不伐，總人心之思慕，
"Sở dĩ Dương Công nghiễn thủ hưng ngôn, thị lai giả chi trù mâu.",所以羊公峴首興言，示來者之綢繆。
"Viết đình, viết các,",曰庭曰閣，
"Thành ấp, thành đô.",成邑成都。
"Tiên tung phiếu diểu,",仙蹤縹緲，
Vãng sự hoang vu.,往事荒蕪。
"Cung lạp lâm gian, Tề đông dã chi vọng ngôn khả tiếu,",筇笠林間，齊東野之妄言可笑，
"Mạc duy giang thượng, Triệu bắc phương chi giai thoại hoàn vô.",幕帷江上，趙北方之佳話還無。
"Hư dĩ truyền hư,",虛以傳虛，
Tín nan khả tín.,信難可信。
"Nhân tư cựu trạch nhi bất vong,",人思舊澤，而不忘，
Ngã độc phi linh nhi mặc vận.,我獨飛靈，而默運。
