vi,ch
"Phù hà nhất giai nhân hề, bộ tiêu dao dĩ tự ngu.",夫何一佳人兮，步逍遙以自虞。
"Hồn du dật nhi bất phản hề, hình khô cảo nhi độc cư.",魂踰佚而不反兮，形枯槁而獨居。
"Ngôn ngã triêu vãng nhi mộ lai hề, ẩm thực lạc nhi vong nhân.",言我朝往而暮來兮，飲食樂而忘人。
"Tâm khiểm di nhi bất tỉnh cố hề, giao đắc ý nhi tương thân.",心慊移而不省故兮，交得意而相親。
"Y dư chí chi mạn ngu hề, hoài trinh xác chi hoàn tâm.",伊予志之慢愚兮，懷貞愨之懽心。
"Nguyện tứ vấn nhi tự tiến hề, đắc thượng quân chi ngọc âm.",願賜問而自進兮，得尚君之玉音。
"Phụng hư ngôn nhi vọng thành hề, kỳ Thành Nam chi ly cung.",奉虛言而望誠兮，期城南之離宮。
"Tu bạc cụ nhi tự thiết hề, quân tằng bất khẳng hồ hạnh lâm.",修薄具而自設兮，君曾不肯乎幸臨。
"Khuếch độc tiềm nhi chuyên tinh hề, thiên phiêu phiêu nhi tật phong.",廓獨潛而專精兮，天漂漂而疾風。
"Đăng lan đài nhi dao vọng hề, thần hoảng hoảng nhi ngoại dâm.",登蘭臺而遙望兮，神怳怳而外淫。
"Phù vân uất nhi tứ tái hề, thiên yểu yểu nhi trú âm.",浮雲鬱而四塞兮，天窈窈而晝陰。
"Lôi ân ân nhi hưởng khởi hề, thanh tượng quân chi xa âm.",雷殷殷而響起兮，聲像君之車音。
"Phiêu phong hồi nhi khởi khuê hề, cử duy ác chi xiêm xiêm.",飄風迴而起閨兮，舉帷幄之襜襜。
"Quế thụ giao nhi tương phân hề, phương khốc liệt chi ngân ngân.",桂樹交而相紛兮，芳酷烈之誾誾。
"Khổng tước tập nhi tương tồn hề, huyền viên khiếu nhi trường ngâm.",孔雀集而相存兮，玄猿嘯而長吟。
"Phí thuý hiếp dực nhi lai tuỵ hề, loan phụng tường nhi bắc nam.",翡翠脅翼而來萃兮，鸞鳳翔而北南。
"Tâm bằng y nhi bất thư hề, tà khí tráng nhi công trung.",心憑噫而不舒兮，邪氣壯而攻中。
"Hạ lan đài nhi chu lãm hề, bộ thung dung ư thâm cung.",下蘭臺而周覽兮，步從容於深宮。
"Chính điện khối dĩ tạo thiên hề, uất tịnh khởi nhi khung sùng.",正殿塊以造天兮，鬱並起而穹崇。
"Gian tỷ ỷ ư đông sương hề, quan phù mỹ mỹ nhi vô cùng.",間徙倚於東廂兮，觀夫靡靡而無窮。
"Tễ ngọc hộ dĩ hám kim phô hề, thanh tăng hoành nhi tự chung âm.",擠玉戶以撼金鋪兮，聲噌吰而似鍾音。
"Khắc mộc lan dĩ vi suy hề, sức văn hạnh dĩ vi lương.",刻木蘭以為榱兮，飾文杏以為梁。
"La phong nhung chi du thụ hề, ly lâu ngô nhi tương sanh.",羅豐茸之遊樹兮，離樓梧而相撐。
"Thi khôi mộc chi bạc lô hề, uỷ sâm si dĩ khang lương.",施瑰木之欂櫨兮，委參差以槺梁。
"Thì phảng phất dĩ vật loại hề, tượng Tích Thạch chi tương tương.",時彷彿以物類兮，像積石之將將。
"Ngũ sắc huyễn dĩ tương diệu hề, lạn diệu diệu nhi thành quang.",五色炫以相曜兮，爛耀耀而成光。
"Trí thác thạch chi linh bích hề, tượng đại mội chi văn chương.",緻錯石之瓴甓兮，像玳瑁之文章。
"Trương la ỷ chi mạn duy hề, thuỳ Sở tổ chi liên cương.",張羅綺之幔帷兮，垂楚組之連綱。
"Phủ trụ my dĩ thung dung hề, lãm Khúc Đài chi ương ương.",撫柱楣以從容兮，覽曲臺之央央。
