vi,ch
"Phấn càn cương hề ác xu,",奮乾綱兮握樞，
Hoán minh tinh hề chúc u.,煥明星兮燭幽。
"Nhân ân trạm hề bàng tiếp,",仁恩湛兮旁浹，
Phẩm vựng sán hề chiêu tô.,品彙粲兮昭蘇。
"Đức ký mậu ư vô tư,",德既茂於無私，
Thiên nãi tích hồ ứng phù.,天乃錫乎應符。
"Thử Cảnh Tinh chi dị thuỵ, sở dĩ gián đại nhi cẩn hiện, hữu dĩ chương long bình chi hưu giả hồ!",此景星之異瑞，所以間代而僅見，有以彰隆平之休者乎！
"Quan kỳ quang huy huyến lạn, văn thái anh hoa,",觀其光輝絢爛，文采英華，
"Cảnh tố phách chi cô minh, trám Ngân Hà chi trừng bích.",耿素魄之孤明，蘸銀河之澄碧。
"Tiếp Đế Viên nhi chiêu tích, ánh hoàng đạo nhi đích lịch,",接帝垣而昭晰，映黃道而的皪，
"Ảnh động Tích Mộc chi tân, quang phù Phụ Lộ chi trắc.",影動析木之濱，光浮附路之側。
"Chu Bá hoàng hoàng, dương thái nhi bàng chúc,",周伯煌煌，揚彩而傍燭，
"Hàm Dự dục dục, phân huy nhi giao xạ.",含譽煜煜，分輝而交射。
"Kiển sắc chính nhi mang hàn, viết Đức Tinh chi Cách Trạch.",褰色正而芒寒，曰德星之格澤。
"Đương Nghiêu chi thời, thiên hạ quang trạch, đằng diệu vu thiên, tinh huỳnh huyễn hách,",當堯之時，天下光宅，縢耀于天，晶熒烜赫，
"Hà Hán, Đường chi mạt tạo, lũ minh minh nhi hôn thực!",何漢唐之末造，屢暝暝而昏蝕！
"Tế hưu minh chi thịnh thời, phục chiêu trứ hồ kim nhật,",際休明之盛時，復昭著乎今日，
"Nghi kỳ vi chúng nhân chi sở khoái đổ, nhi túc nghiệm thiên tượng chi chiêu cách.",宜其為眾人之所快睹，而足驗天象之昭格。
"Duy phù thuỵ chi đặc dị, triệu vũ nội chi long bình.",惟符瑞之特異，兆宇內之隆平。
"Âm dương dĩ hoà, thiên địa dĩ ninh,",陰陽以和，天地以寧，
"Phong vũ dĩ thời, bách cốc dụng thành.",風雨以時，百穀用成。
"Lang yên tức ư tam thuỳ, nhân phong tường hồ bát hoành.",狼煙息於三陲，仁風翔乎八紘。
"Lễ nhạc chiêu trứ, pháp độ tu minh.",禮樂昭著，法度修明。
"Nhân điềm vật hy, chính giản hình thanh.",人恬物熙，政簡刑清。
"Phất vạn quốc chi âu ca, dật tứ hải chi tụng thanh,",沸萬國之歐歌，溢四海之頌聲，
"Thành túc dĩ biểu ngã quốc chi thịnh trị, tiến nhất nhân chi gia trinh.",誠足以表我國之盛治，薦一人之嘉禎。
Nhiên thường sát chi:,然嘗察之：
"Thiên nhân nhất lý, cảm thông bất thắc.",天人一理，感通不忒。
"Trưng bất vu thiên nhi vu nhân, phù bất tại tường nhi tại đức.",徵不于天而于人，符不在祥而在德。
"Cố thiên chi thuỵ Thuấn, bất tại thất chính chi tề, nhi tại sắc thiên chi thời cơ,",故天之瑞舜，不在七政之齊，而在敕天之時機，
"Thiên chi tích Vũ, bất tại Lạc thư chi trình, nhi tại lục phủ chi khổng tu.",天之錫禹，不在洛書之呈，而在六府之孔須。
"Thẩn kim: đạo xiển Hy Hiên, trị dật Đường Ngu,",矧今：道闡羲軒，治軼唐虞，
"Tuấn đức khắc minh, quần công thừa hưu.",峻德克明，群工承休。
"Kỵ Ky, Vĩ giả, thí Thương gia chi hiền,",騎箕尾者，媲商家之賢，
"Ứng Mão túc giả, lậu Hán thế chi trù.",應昴宿者，陋漢世之儔。
"Tắc sở dĩ chỉnh đốn càn khôn, để định hoàn khu,",則所以整頓乾坤，底定寰區，
"Trí Cảnh Tinh chi hiệu tường, thực hợp điệp nhi ứng đồ.",致景星之效祥，實合牒而應圖。
"Mạc phi ngã thánh hoàng tham tán chi diệu dụng, hữu dĩ khai ức vạn tải chi hoành mô,",莫非我聖皇參贊之妙用，有以開億萬載之宏謨。
Cẩn bái thủ khể thủ nhi hiến cú viết:,謹拜手稽首而獻句曰：
"Chiêm bỉ thuỵ thái,",瞻彼瑞彩，
Diệp dương minh hề.,燁揚明兮。
"Thái bình chi phù,",太平之符，
Diệc khổng trinh hề.,亦孔貞兮。
"Ư duy thánh hoàng,",於維聖皇，
Tại đức bất tại tinh hề!,在德不在星兮！
