vi,ch
"Mỹ liên quyên dĩ tu hộ hề,",美連娟以脩嫮兮，
"Mệnh sào tuyệt nhi bất trưởng,",命樔絕而不長，
"Sức tân cung dĩ duyên trữ hề,",飾新宮以延貯兮，
Mẫn bất quy hồ cố hương.,泯不歸乎故鄉。
"Thảm uất uất kỳ vu uế hề,",慘鬱鬱其蕪穢兮，
"Ẩn xứ u nhi hoài thương,",隱處幽而懷傷，
"Thích dư mã ư sơn tiêu hề,",釋輿馬於山椒兮，
Yểm tu dạ chi bất dương.,奄修夜之不陽。
"Thu khí thảm dĩ thê lệ hề,",秋氣憯以淒淚兮，
"Quế chi lạc nhi tiêu vong,",桂枝落而銷亡，
"Thần quỳnh quỳnh dĩ dao tư hề,",神煢煢以遙思兮，
Tinh phù du nhi xuất cương.,精浮游而出畺。
"Thác trầm âm dĩ khoáng cửu hề,",託沈陰以壙久兮，
"Tích phiền hoa chi Vị Ương,",惜蕃華之未央，
"Niệm cùng cực chi bất hoàn hề,",念窮極之不還兮，
Duy ấu miễu chi tương dương.,惟幼眇之相羊。
"Hàm tuy phù dĩ sĩ phong hề,",函荾荴以俟風兮，
"Phương tạp tập dĩ my chương,",芳雜襲以彌章，
"Đích dung dữ dĩ y mỹ hề,",的容與以猗靡兮，
Phiêu phiêu diêu hô dũ trang.,縹飄姚虖愈莊。
"Yến dâm diễn nhi phủ doanh hề,",燕淫衍而撫楹兮，
"Liên lưu thị nhi nga dương,",連流視而娥揚，
"Ký khích cảm nhi tâm trục hề,",既激感而心逐兮，
Bao hồng nhan nhi phất minh.,包紅顏而弗明。
"Hoan tiếp hiệp dĩ ly biệt hề,",驩接狎以離別兮，
"Tiêu ngụ mộng chi mang mang,",宵寤夢之芒芒，
"Hốt thiên hoá nhi bất phản hề,",忽遷化而不反兮，
Phách phóng dật dĩ phi dương.,魄放逸以飛揚。
"Hà linh hồn chi phân phân hề,",何靈魂之紛紛兮，
"Ai bùi hồi dĩ trù trừ,",哀裴回以躊躇，
"Thế lộ nhật dĩ viễn hề,",勢路日以遠兮，
Toại hoang hốt nhi từ khứ.,遂荒忽而辭去。
"Siêu hề tây chinh,",超兮西征，
Tiết hề bất kiến.,屑兮不見。
"Tẩm dâm sưởng hoảng,",寢淫敞怳，
"Tịch hề vô âm,",寂兮無音，
"Tư nhược lưu ba,",思若流波，
Đát hề tại tâm.,怛兮在心。
