vi,ch
"Bi thì tự chi đệ thiện hề,",悲時序之遞嬗兮，
Hựu thuộc thanh thu.,又屬清秋。
"Cảm tao gia chi bất tạo hề,",感遭家之不造兮，
Độc xứ ly sầu.,獨處離愁。
"Bắc đường hữu huyên hề,",北堂有萱兮，
Hà dĩ vong ưu?,何以忘憂？
"Vô dĩ giải ưu hề,",無以解憂兮，
Ngã tâm hưu hưu!,我心咻咻！
"Vân bằng bằng hề, thu phong toan,",雲憑憑兮，秋風酸，
"Bộ trung đình hề, sương diệp can;",步中庭兮，霜葉乾；
"Hà khứ hà tòng hề, thất ngã cố hoan!",何去何從兮，失我故歡！
"Tĩnh ngôn tư chi hề, trắc phế can?",靜言思之兮，惻肺肝？
"Duy vị hữu đàm hề, duy hạc hữu lương.",惟鮪有潭兮，惟鶴有梁。
"Lân giáp tiềm phục hề, vũ mao hà trường!",鱗甲潛伏兮，羽毛何長！
"Tao thủ vấn hề mang mang,",搔首問兮茫茫，
"Cao thiên hậu địa hề, thuỳ tri dư chi vĩnh thương?",高天厚地兮，誰知余之永傷？
"Ngân hà cảnh cảnh hề hàn khí xâm,",銀河耿耿兮寒氣侵，
Nguyệt sắc hoành tà hề ngọc lậu trầm.,月色橫斜兮玉漏沉。
"Ưu tâm bính bính hề, phát ngã ai ngâm.",憂心炳炳兮，發我哀吟。
"Ngâm phục ngâm hề, ký ngã tri âm.",吟復吟兮，寄我知音。
