vi,ch
"Hoàng Sơ tam niên, dư triều kinh sư, hoàn tế Lạc xuyên.",黃初三年，余朝京師，還濟洛川。
"Cổ nhân hữu ngôn, tư thuỷ chi thần danh viết Phục phi.",古人有言，斯水之神名曰宓妃。
"Cảm Tống Ngọc đối Sở vương thuyết thần nữ chi sự, toại tác tư phú.",感宋玉對楚王說神女之事，遂作斯賦。
Kỳ từ viết:,其詞曰：
"Dư tòng kinh vực,",余從京域，
Ngôn quy đông phiên.,言歸東藩。
"Bối Y Khuyết, Hoàn Viên,",背伊闕，轘轅，
"Kinh Thông Cốc, lăng Cảnh Sơn.",經通谷，陵景山。
"Nhật ký tây khuynh,",日既西傾，
Xa đãi mã phiền.,車殆馬煩。
"Nhĩ nãi thuế giá hồ hành cao,",爾乃稅駕乎蘅皋，
Mạt tứ hồ chi điền.,秣駟乎芝田。
"Dung dữ hồ Dương Lâm,",容與乎陽林，
Lưu miện hồ Lạc xuyên.,流盼乎洛川。
"Ư thị tinh di thần hãi,",於是精移神駭，
Hốt yên tứ tán.,忽焉思散。
"Phủ tắc vị sát,",俯則未察，
Ngưỡng dĩ thù quán.,仰以殊觀。
"Đổ nhất lệ nhân,",睹一麗人，
Ư nham chi bạn.,於岩之畔。
Nãi viện ngự giả nhi cáo chi viết:,乃援御者而告之曰：
“Nhĩ hữu địch ư bỉ giả hồ?,「爾有覿於彼者乎？
"Bỉ hà nhân tư, nhược thử chi diễm dã!”",彼何人斯，若此之艷也！」
Ngự giả đối viết:,御者對曰：
"“Thần văn hà Lạc chi thần,",「臣聞河洛之神，
Danh viết Phục phi.,名曰宓妃。
"Nhiên tắc quân vương chi sở kiến dã,",然則君王之所見也，
Vô nãi thị hồ!,無乃是乎！
Kỳ trạng nhược hà?,其狀若何？
Thần nguyện văn chi.”,臣愿聞之。」
Dư cáo chi viết:,余告之曰：
"Kỳ hình dã,",其形也，
"Phiên nhược kinh hồng,",翩若驚鴻，
Uyển nhược du long.,婉若遊龍。
"Vinh diệu thu cúc,",榮曜秋菊，
Hoa mậu xuân tùng.,華茂春松。
"Phảng phất hề nhược khinh vân chi tế nguyệt,",仿佛兮若輕雲之蔽月，
Phiêu diêu hề nhược lưu phong chi hồi tuyết.,飄颻兮若流風之迴雪。
"Viễn nhi vọng chi, hạo nhược thái dương thăng triêu hà,",遠而望之，皎若太陽昇朝霞，
"Bách nhi sát chi, chước nhược phù dung xuất lục ba.",迫而察之，灼若芙蓉出淥波。
"Nùng tiêm đắc trung,",穠纖得中，
