vi,ch
"Mục Vương bát tuấn thiên mã câu,",穆王八駿天馬駒，
Hậu nhân ái chi tả vi đồ.,後人愛之寫為圖。
"Bối như long hề cảnh như tượng,",背如龍兮頸如象，
Cốt tủng cân cao chỉ nhục tráng.,骨聳筋高脂肉壯。
"Nhật hành vạn lý tật như phi,",日行萬里疾如飛，
Mục Vương độc thừa hà sở chi?,穆王獨乘何所之？
"Tứ hoang bát cực tháp dục biến,",四荒八極蹋欲遍，
Tam thập nhị đề vô yết thì.,三十二蹄無歇時。
"Thuộc xa trục chiết sấn bất cập,",屬車軸折趁不及，
Hoàng ốc thảo sinh khí nhược di.,黃屋草生棄若遺。
"Dao Trì tây phó Vương Mẫu yến,",瑤池西赴王母宴，
Thất miếu kinh niên bất thân tiến.,七廟經年不親薦。
"Bích Đài nam dữ thịnh cơ du,",壁臺南與盛姬遊，
Minh đường bất phục triều chư hầu.,明堂不復朝諸侯。
"Bạch vân hoàng trúc ca thanh động,",白雲黃竹歌聲動，
Nhất nhân hoang lạc vạn nhân sầu.,一人荒樂萬人愁。
"Chu tòng Hậu Tắc chí Văn, Vũ,",周從后稷至文武，
Tích đức luỹ công thế cần khổ.,積德累功世勤苦。
"Khởi tri tài cập tứ đại tôn,",豈知纔及四代孫，
Tâm khinh vương nghiệp như hôi thổ.,心輕王業如灰土。
"Do lai vưu vật bất tại đại,",由來尤物不在大，
Năng đãng quân tâm tắc vi hại.,能蕩君心則為害。
"Văn đế khước chi bất khẳng thừa,",文帝卻之不肯乘，
Thiên lý mã khứ Hán đạo hưng.,千里馬去漢道興。
"Mục Vương đắc chi bất vi giới,",穆王得之不為戒，
Bát tuấn câu lai chu thất hoại.,八駿駒來周室壞。
"Chí kim thử vật thượng xưng trân,",至今此物尚稱珍，
"Bất tri phòng tinh chi tinh hạ vi quái,",不知房星之精下為怪，
Bát tuấn đồ quân mạc ái.,八駿圖君莫愛。
