vi,ch
"Đông lân gia hữu ưu nhân trú,",東鄰家有優人住，
Dạ bán ưu nhân ngữ ưu phụ:,夜半優人語優婦：
"“Ngã diệc thời thường tố hảo quan,",我亦時常做好官，
Như hà nhân giai bất ngã cụ?”,如何人皆不我懼？
Ưu phụ đại nộ mạ kỳ phu:,優婦大怒罵其夫：
“Nhĩ niên ký lão hà thái ngu!,爾年既老何太愚。
"Hạnh tai hôn mộ nhân bất thức,",幸哉昏暮人不識，
Nhân hoặc thức chi di thiếp tu.,人或識之貽妾羞。
Thế gian kinh nhân đãn hữu nhị:,世間驚人但有二：
"Nhất năng sinh nhân, nhất năng tử.",一能生人一能死。
"Nhĩ ký bất năng sinh tử nhân,",爾既不能生死人，
Như hà nhân nhân giai cụ nhĩ.,如何人人皆懼爾。
"Thả dã nhĩ gia bản bần hàn,",且也爾家本貧寒，
Triêu tịch bài ưu cầu nhất xan.,朝夕排優求一餐。
"Bài ưu quân tướng thả bất cụ,",排優君將且不懼，
Hà huống nhĩ vi bài ưu quan.”,何況爾為排優官。
