vi,ch
"Khổng tước vị tri ngưu hữu giác,",孔雀未知牛有角，
Khát ẩm hàn tuyền phùng để xúc.,渴飲寒泉逢抵觸。
"Xích tiêu Huyền Phố tu vãng lai,",赤霄懸圃須往來，
Thuý vĩ kim hoa bất từ nhục.,翠尾金花不辭辱。
"Giang trung đào hà hách phi yến,",江中淘河嚇飛燕，
Hàm nê khước lạc tu hoa ốc.,銜泥卻落羞華屋。
"Hoàng tôn do tằng Liễn Chước khốn,",皇孫猶曾蓮勺困，
Bảo trang kiến biếm thương kỳ túc.,鮑莊見貶傷其足。
Lão ông thận mạc quái thiếu niên,老翁慎莫怪少年，
Cát Lượng “Quý hoà” thư hữu thiên.,葛亮貴和書有篇。
"Trượng phu thuỳ danh động vạn niên,",丈夫垂名動萬年，
Ký ức tế cố phi cao hiền.,記憶細故非高賢。
