vi,ch
"Tam cung hàm bích quốc bộ tuyệt,",三宮銜璧國步絕，
Chúc thiên viêm hoả tuỳ phong diệt.,燭天炎火隨風滅。
"Gián quan hải đạo tục huỳnh quang,",間關海道續螢光，
Lực chiến Nhai Sơn do nhất quyết.,力戰崖山猶一決。
"Ngọ trào nhạc tác binh hợp vi,",午潮樂作兵合圍，
Nhất tự chu băng toại bất chi.,一字舟崩遂不支。
"Tường kỳ đảo bộc bách quan tán,",檣旗倒仆百官散，
Thập vạn kiện nhi phù huyết thi.,十萬健兒浮血尸。
"Hoàng thiên bất di nhất khối nhục,",皇天不遺一塊肉，
Nhất biện hương phần hải chu phúc.,一瓣香焚海舟覆。
"Do hữu cô thần ngoạ tiểu lâu,",猶有孤臣臥小樓，
Nam diện thung dung tựu hình lục.,南面從容就刑戮。
