vi,ch
"Uyên Ương hồ bạn thảo niêm thiên,",鴛鴦湖畔草黏天，
Nhị nguyệt xuân thâm hảo phóng thuyền.,二月春深好放船。
"Liễu diệp loạn phiêu thiên xích vũ,",柳葉亂飄千尺雨，
Đào hoa tà đới nhất khê yên.,桃花斜帶一溪煙。
"Yên vũ mê ly bất tri xứ,",煙雨迷離不知處，
Cựu đê khước nhận môn tiền thụ.,舊堤卻認門前樹。
"Thụ thượng lưu oanh tam lưỡng thanh,",樹上流鶯三兩聲，
Thập niên thử địa biển chu trụ.,十年此地扁舟住。
"Chủ nhân ái khách cẩm diên khai,",主人愛客錦筵開，
Thuỷ các phong xuy tiếu ngữ lai.,水閣風吹笑語來。
"Hoạ cổ đội thôi Đào Diệp kỹ,",畫鼓隊催桃葉伎，
Ngọc tiêu thanh xuất chá chi đài.,玉簫聲出柘枝臺。
"Khinh ngoa trách tụ kiều trang thúc,",輕靴窄袖嬌妝束，
Thuý quản phồn huyền cạnh truy trục.,脆管繁弦競追逐。
"Vân hoàn tử đệ án nghê thường,",雲鬟子弟按霓裳，
Tuyết diện tham quân vũ cù dục.,雪面參軍舞鴝鵒。
"Tửu tận di thuyền khúc tạ tê,",酒盡移船曲榭西，
Mãn hồ đăng hoả tuý nhân quy.,滿湖燈火醉人歸。
"Triêu lai biệt tấu tân phiên khúc,",朝來別奏新翻曲，
Cánh xuất hồng trang hướng liễu đê.,更出紅妝向柳堤。
"Hoan lạc triêu triêu kiêm mộ mộ,",歡樂朝朝兼暮暮，
Thất quý tam công hà túc sổ?,七貴三公何足數？
"Thập bức bồ phàm kỷ xích phong,",十幅蒲帆幾尺風，
Xuy quân trực thướng Trường An lộ.,吹君直上長安路。
"Trường An phú quý ngọc thông kiêu,",長安富貴玉驄驕，
Thị nữ huân hương hộ tảo triều.,侍女薰香護早朝。
"Phân phó Nam hồ cựu hoa liễu,",分付南湖舊花柳，
Hảo lưu yên nguyệt bạn quy nhiêu.,好留煙月伴歸橈。
"Na tri chuyển nhãn phù sinh mộng,",那知轉眼浮生夢，
Tiêu tiêu nhật ảnh bi phong động.,蕭蕭日影悲風動。
"Trung tán đàn cầm cánh vị chung,",中散彈琴竟未終，
Sơn công khải sự thành hà dụng?,山公啟事成何用？
"Đông thị triều y nhất đán hưu,",東市朝衣一旦休，
Bắc Mang phôi thổ diệc nan lưu.,北邙坯土亦難留。
"Bạch dương thượng tác tha nhân thụ,",白楊尚作他人樹，
Hồng phấn tri phi cựu nhật lâu.,紅粉知非舊日樓。
"Phong hoả danh viên soán hồ thố,",烽火名園竄狐兔，
Hoạ các thâu khuy lão binh nộ.,畫閣偷窺老兵怒。
"Ninh sử đương thời một huyền quan,",寧使當時沒縣官，
Bất kham triều thị đô phi cố.,不堪朝市都非故。
"Ngã lai ỷ trạo hướng hồ biên,",我來倚棹向湖邊，
Yên Vũ đài không bội võng nhiên.,煙雨臺空倍惘然。
"Phương thảo sạ nghi ca phiến lục,",芳草乍疑歌扇綠，
Lạc anh thác nhận vũ y tiên.,落英錯認舞衣鮮。
"Nhân sinh khổ lạc giai trần tích,",人生苦樂皆陳跡，
Niên khứ niên lai kham thống tích.,年去年來堪痛惜。
"Văn địch hưu ta Thạch Quý Luân,",聞笛休嗟石季倫，
Hàm bôi thả hiệu Đào Bành Trạch.,銜杯且效陶彭澤。
"Quân bất kiến: Bạch lãng hân thiên nhất diệp nguy,",君不見白浪掀天一葉危，
Thu can hoàn phạ chuyển thuyền trì.,收竿還怕轉船遲。
"Thế nhân vô hạn phong ba khổ,",世人無限風波苦，
Du dữ giang hồ điếu tẩu tri.,輸與江湖釣叟知。
