vi,ch
"Lão phụ điền hoang thu vũ lý,",老父田荒秋雨裡，
Cựu thì cao ngạn kim giang thuỷ.,舊時高岸今江水。
"Dong canh do tự bão trường cơ,",傭耕猶自抱長飢，
Đích tri vô lực thâu tô mễ.,的知無力輸租米。
"Tự tòng hương quan tân thượng lai,",自從鄉官新上來，
Hoàng chỉ phóng tận bạch chỉ thôi.,黃紙放盡白紙催。
"Mại y đắc tiền đô nạp khước,",賣衣得錢都納卻，
Bệnh cốt tuy hàn liêu miễn phược.,病骨雖寒聊免縛。
"Khứ niên y tận đáo gia khẩu,",去年衣盡到家口，
Đại nữ lâm kỳ lưỡng phân thủ.,大女臨岐兩分首。
"Kim niên thứ nữ dĩ hành môi,",今年次女已行媒，
Diệc phục khu tương hoán thăng đấu.,亦復驅將換升斗。
"Thất trung cánh hữu đệ tam nữ,",室中更有第三女，
Minh niên bất phạ thôi tô khổ.,明年不怕催租苦。
