vi,ch
"Quân bất kiến: Cố cung yến,",君不見：故宮燕，
Xuân vũ thu phong kỷ hồi chuyển.,春雨秋風幾回轉。
"Cung trung phong vũ trưởng bồng hao,",宮中風雨長蓬蒿，
Phi nhập cung tường nhiễu hư điện.,飛入宮墻繞虛殿。
"Xuyên liêm độ các vũ si trì,",穿帘度閣羽差池，
Tận nhật ni nam nhân vị tri.,盡日呢喃人未知。
"Liễu lục sạ hàm thiên xích nhứ,",柳綠乍銜千尺絮，
Hoa khai nhưng phất vạn niên chi.,花開仍拂萬年枝。
"Ngọc giai tịch mịch phù ty lãnh,",玉階寂寞罘罳冷，
Hoạ đống si trì xuân yến ảnh.,畫棟差池春燕影。
"Tuế tuế doanh sào cánh bất thành,",歲歲營巢竟不成，
Xuân lai thu khứ thuỳ tằng tỉnh.,春來秋去誰曾省。
"Khả lân thử độ thu phong tảo,",可憐此度秋風早，
Chỉnh đốn mao y do tự hảo.,整頓毛衣猶自好。
"Bồi hồi dục biệt Vị Ương cung,",徘徊欲別未央宮，
Vạn hộ thiên môn hốt như tảo.,萬戶千門忽如掃。
"Chung cự hà niên khứ Lạc Dương,",鍾簴何年去洛陽，
Tiên nhân từ Hán lệ thành hàng.,仙人辭漢淚成行。
"Tối khổ tây phi song yến tử,",最苦西飛雙燕子，
Hồi đầu bất kiến cựu cung tường.,回頭不見舊宮墻。
