vi,ch
"Túc tông tích tại Linh Vũ thành,",肅宗昔在靈武城，
Chỉ huy mãnh tướng thu Hàm kinh.,指揮猛將收咸京。
"Hướng công khấp huyết sái hành điện,",向公泣血灑行殿，
Tá hữu khanh tướng càn khôn bình.,佐佑卿相乾坤平。
"Nghịch Hồ minh mịch tuỳ yên tẫn,",逆胡冥寞隨煙燼，
Khanh gia huynh đệ công danh chấn.,卿家兄弟功名震。
"Kỳ lân đồ hoạ hồng nhạn hàng,",麒麟圖畫鴻雁行，
Tử cực xuất nhập hoàng kim ấn.,紫極出入黃金印。
"Thượng thư huân nghiệp siêu thiên cổ,",尚書勳業超千古，
Hùng trấn Kinh Châu kế ngô tổ.,雄鎮荊州繼吾祖。
"Tài phùng vân vụ thành ngự y,",裁縫雲霧成禦衣，
Bái quỵ đề phong hướng đoan ngọ.,拜跪題封向端午。
Hướng khanh tương mệnh thốn tâm xích.,向卿將命寸心赤，
"Thanh sơn lạc nhật giang triều bạch,",青山落日江潮白。
"Khanh đáo triều đình thuyết lão ông,",卿到朝廷說老翁，
Phiêu linh dĩ thị thương lãng khách.,漂零已是滄浪客。
