vi,ch
"Viễn bang mộ hoá lai tuần tuyên,",遠邦慕化來旬宣，
Xuân ôn áng áng huân đại diên.,春溫盎盎薰玳筵。
"Thánh triều thiên tử chí minh triết,",聖朝天子至明哲，
Cổ quăng phụ bật câu lương hiền.,股肱輔弼俱良賢。
"Khoan hồng bác đại đẳng thiên địa,",寬洪博大等天地，
Bao hoang nạp ô lâm nguyên nguyên.,包荒納汙臨元元。
"Vi sinh hà hạnh phùng thịnh thế,",微生何幸逢盛世，
Khoản thành thuật chức lai triều thiên.,款誠述職來朝天。
"Doanh doanh kim tôn mộc ân ác,",盈盈金鐏沐恩渥，
Huân đào hàm vịnh tuỳ phồn huyền.,薰陶涵泳隨繁絃。
"Thai quang chỉ xích phụng đức ý,",台光咫尺奉德意，
Mãn đường thù tạc tác chu tuyền.,滿堂酬酢作周旋。
"Hồng quân nhất khí chuyển thiên địa,",洪鈞一氣轉天地，
Bát phương tứ hải tịnh đào chiên.,八方四海並陶甄。
"Khởi duy, ngã bối thụ kỳ tứ,",豈惟我輩受其賜，
Hà hoang lạc nghiệp trường miên miên.,遐荒樂業長綿綿。
