vi,ch
"Bắc phong sưu sưu đống vân hắc,",北風颼颼凍雲黑，
Ngọc thiềm tây truỵ thiên vô sắc.,玉蟾西墜天無色。
"Cố nhân biệt hậu khuê nam bắc,",故人別後睽南北，
Lý thư nhạn bạch vô tiêu tức.,鯉書鴈帛無消息。
"Phá chiên hàn bác bất thành miên,",破饘寒薄不成眠，
Song ngoại mai hoa cựu tương thức.,窗外梅花舊相識。
"Thiên nhai hạo đãng mê nhạn tích,",天涯浩蕩迷鴈跡，
Vi cung khổ bị hư danh dịch.,微躬苦被虛名役。
"Dịch thuỷ hưu văn kích trúc thanh,",易水休聞擊筑聲，
Hàm quan vị thính minh kê khách.,函關未聽鳴雞客。
"Độc bội hàn đăng cứ cảo ngô,",獨背寒燈據稿梧，
Bất tri thân tại Ngân Giang dịch.,不知身在銀江驛。
