vi,ch
"Hữu nhĩ mạc tẩy Dĩnh Xuyên thuỷ,",有耳莫洗穎川水
Hữu khẩu mạc thực Thú Dương quyết!,有口莫食首陽蕨
"Hàm quang hỗn thế quý vô danh,",含光混世貴無名，
Hà dụng cô cao tỷ vân nguyệt!,何用孤高比雲月。
"Ngô quan tự cổ hiền đạt nhân,",吾觀自古賢達人，
Công thành bất thoái giai vẫn thân.,功成不退皆殞身。
"Tử Tư ký khí Ngô giang thượng,",子胥既棄吳江上，
Khuất Nguyên chung đầu Tương thuỷ tân.,屈原終投湘水濱。
"Lục Cơ hùng tài khởi tự bảo,",陸機雄才豈自保，
Lý Tư thuế giá khổ bất tảo.,李斯稅駕苦不早。
"Hoa Đình hạc lệ cự khả văn,",華亭鶴唳詎可聞，
Thượng Thái thương ưng hà túc đạo?,上蔡蒼鷹何足道。
Quân bất kiến:,君不見：
"Ngô Trung Trương Hàn xưng đạt sinh,",吳中張翰稱達生，
Thu phong hốt ức Giang Đông hành.,秋風忽憶江東行。
"Thả lạc sinh tiền nhất bôi tửu,",且樂生前一杯酒，
Hà tu thân hậu thiên tải danh?,何須身後千載名。
