vi,ch
"Triêu lai tân hoả khởi tân yên,",朝來新火起新煙，
Hồ sắc xuân quang tịnh khách thuyền.,湖色春光淨客船。
"Tú vũ hàm hoa tha tự đắc,",繡羽銜花他自得，
Hồng nhan kỵ trúc ngã vô duyên.,紅顏騎竹我無緣。
"Hồ đồng kết thúc hoàn nan hữu,",胡童結束還難有，
Sở nữ yêu chi diệc khả liên.,楚女腰肢亦可憐。
"Bất kiến Định Vương thành cựu xứ,",不見定王城舊處，
Trường hoài Giả Phó tỉnh y nhiên.,長懷賈傅井依然。
"Hư triêm Chu Cử vi hàn thực,",虛沾周舉為寒食，
Thực tạ Nghiêm quân mại bốc tiền.,實藉嚴君賣卜錢。
"Chung đỉnh sơn lâm các thiên tính,",鐘鼎山林各天性，
Trọc dao thô phạn nhậm ngô niên.,濁醪粗飯任吾年。
