vi,ch
"Kinh trung hữu nhân tòng bắc lai,",京中有人從北來，
Truyền thuyết dân gian thuỷ giáng tai.,傳說民間水降灾。
"Nhị thập dư huyện vọng như hải,",二十餘縣望如海，
Thao thao bạch lãng vô tân nhai.,滔滔白浪無津涯。
"Sơ văn kỳ ngữ bán nghi tín,",初聞其語半疑信，
Nghiêu thế hoài tương như thị tai.,堯世懷襄如是哉。
"Quy bí nhất kinh Thanh Quyết độ,",歸轡一經青厥渡，
Ứ thuỷ xuyên đê do tại đổ.,淤水穿堤猶在睹。
"Liêm ốc y y đái thuỷ ngân,",簾屋依依帶水痕，
Thụ chi lịch lịch nhiễm sa thổ.,樹枝歷歷染沙土。
"Điền nguyên nê nính vô thu hoà,",田原泥濘無秋禾，
"Dân khí cử sừ, thượng võng cổ.",民棄耜鋤尚網罟。
"Ấp tẩu đề hô thuỷ hoạn kỳ,",邑叟啼呼水患奇，
"Hội, dật, phiêu, trầm đa khiết khổ.",潰溢漂沉多喫苦。
"Giang hà thu lạo tự niên niên,",江河秋潦自年年，
Lưu sử bôn thoan quy hải nhiên.,流駛奔湍歸海陾。
"Vị văn tích trướng ngũ thập nhật,",未聞積漲五十日，
Tận tương hồng trạch uỷ ngư uyên.,盡將鴻宅委魚淵。
"Âm lệ phi thường kham truật dịch,",陰沴非常堪怵惕，
Ta ta dân mệnh chế hồ thiên.,嗟嗟民命制乎天。
"Hoành lưu bất đặc thượng nguyên thuỷ,",橫流不特上源水，
Hải tế tấn hàm vưu nhạ dị.,海際汛鹹尤訝異。
Quân bất kiến:,君不見:
"Hoan Thuận đông phong dẫn bạo trào lai,",驩順東風引暴潮來，
Vĩ Lư cổn lai yểm điền lý.,尾閭滾來渰田里。
"Kỳ Hoa thiên gia trục ba gian,",奇華千家逐波間，
Nhật Lệ bách sưu điền lãng lý.,日麗百艘填浪裏。
"Thiên tai lưu hành ức hoặc nhiên,",天哉流行抑或然，
Tây nam sổ lộ hưu oán phỉ.,西南數路休怨誹。
