vi,ch
"Nam Sơn tiệt trúc vi tất lật,",南山截竹為觱篥，
Thử nhạc bản tự Cưu Tư xuất.,此樂本自龜茲出。
"Lưu truyền Hán địa khúc chuyển kỳ,",流傳漢地曲轉奇，
Lương Châu Hồ nhân vị ngã xuy.,涼州胡人為我吹。
"Bàng lân văn giả đa thán tức,",旁鄰聞者多嘆息，
Viễn khách tư hương giai lệ thuỳ.,遠客思鄉皆淚垂。
"Thế nhân giải thính bất giải thưởng,",世人解聽不解賞，
Trường tiên phong trung tự lai vãng.,長飆風中自來往。
"Khô tang lão bách hàn sưu lưu,",枯桑老柏寒颼飀，
Cửu sồ minh phụng loạn thu thu.,九鶵鳴鳳亂啾啾。
"Long ngâm hổ khiếu nhất thì phát,",龍吟虎嘯一時發，
Vạn lại bách tuyền tương dữ thu.,萬籟百泉相與秋。
"Hốt nhiên cánh tác Ngư Dương tham,",忽然更作《漁陽摻》，
Hoàng vân tiêu điều bạch nhật ám.,黃雲蕭條白日暗。
"Biến điệu như văn dương liễu xuân,",變調如聞《楊柳》春，
Thượng lâm phồn hoa chiếu nhãn tân.,上林繁花照眼新。
"Tuế dạ cao đường liệt minh chúc,",歲夜高堂列明燭，
Mỹ tửu nhất bôi thanh nhất khúc.,美酒一杯聲一曲。
