vi,ch
"Biểu sơn thương lý sơn xích,",表山蒼裏山赤，
Tà đới sơn gian cổn cổn bích.,斜帯山間滾滾碧。
"Tùng phong trúc ảnh giáp cô chu,",松風竹影夾孤舟，
Khúc thuỷ hồi lưu triết lạc thạch.,曲水回流哲落石。
"Dư ba đáo hải bất cập bôn,",餘波到海不及奔，
Dẫn xuất lâu đài hoành thuỷ khuếch.,引出樓臺橫水廓。
"Tư Dung phiến nguyệt phù vân lai,",思容片月浮雲來，
Thuận An hạo hạo trường phong kích.,順安灝灝長風撃。
"Thiên lý chung tồn Giang Hán tư,",千里終存江漢思，
Nhất phàm bất biện vân bình tích.,一帆不瓣雲萍跡。
"Thiên địa ngoại hữu vô trung,",天地外有無中，
Giải đắc tâm khoan nhãn bất trách.,解得心寬眼不窄。
