vi,ch
"Vu sơn Vu giáp liên Tam Ba,",巫山巫峽連三巴，
Viên đề tam thanh khách tư gia.,猿啼三聲客思家。
"Đình chu thính chi thanh vị liễu,",停舟聽之聲未了，
Khước quá thanh chi do diểu diểu.,卻過青枝猶裊裊。
"Dã nhân sạ lai Cẩm cung thành,",野人乍來錦宮城，
Thanh thu mãn giáp đề viên thanh.,清秋滿峽啼猿聲。
"Hoàng Ngưu than thượng oán phong lạc,",黃牛灘上怨楓落，
Bạch Đế từ tiền ai nguyệt minh.,白帝祠前哀月明。
"Thương thanh thanh liệt vũ thanh loạn,",商聲清冽羽聲亂，
Thúc hốt đông nhai phục tây giản.,倏忽東崖復西澗。
"Cửu khách văn chi lệ dục can,",久客聞之淚欲干，
Tráng phu thính thử hồn diệc đoạn.,壯夫聽此魂亦斷。
"Cố nhân quy ngoạ Việt sơn vân,",故人歸臥越山雲，
Ức đắc đề viên ca tống quân.,憶得啼猿歌送君。
"Biển chu độc túc Diệm khê dạ,",扁舟獨宿剡溪夜，
Khiếu nguyệt tam thanh thuỳ cộng văn.,叫月三聲誰共聞。
