vi,ch
"Lang miếu chi cụ Bùi Thi Châu,",廊廟之具裴施州，
Túc tích nhất phùng vô thử lưu.,宿昔一逢無此流。
"Kim chung đại dong tại đông tự,",金鐘大鏞在東序，
Băng hồ ngọc hành huyền thanh thu.,冰壺玉衡懸清秋。
"Tự tòng tương ngộ cảm đa bệnh,",自從相遇感多病，
Tam tuế vi khách khoan biên sầu.,三歲為客寬邊愁。
"Nghiêu hữu tứ nhạc minh chí lý,",堯有四嶽明至理，
Hán nhị thiên thạch chân phân ưu.,漢二千石真分憂。
"Kỷ độ ký thư Bạch Diêm bắc,",幾度寄書白鹽北，
Khổ hàn tặng ngã thanh cao cừu.,苦寒贈我青羔裘。
"Sương tuyết hồi quang tị cẩm tụ,",霜雪回光避錦袖，
Long xà động khiếp bàn ngân câu.,龍蛇動篋蟠銀鉤。
"Tử y sứ giả từ phục mệnh,",紫衣使者辭復命，
Tái bái cố nhân tạ giai chính.,再拜故人謝佳政。
"Tương lão dĩ thất tử tôn ưu,",將老已失子孫憂，
Hậu lai huống tiếp tài hoa thịnh.,後來況接才華盛。
