vi,ch
"Thế võng quải sĩ như thù ty,",世網挂士如蛛絲，
Đại bất cập thủ tiểu xuyết chi.,大不及取小綴之。
"Nghi hồ thích thảng bất đê liễm,",宜乎倜儻不低斂，
Tuý cước đảo đạp thanh vân quy.,醉腳倒踏青雲歸。
"Tiền nhật tài năng thuỷ thuỳ bá,",前日才能始誰播，
Nhất khẩu kinh trương vạn khoa hoạ.,一口惊張萬夸和。
"Lôi công tố đế suyễn tự xuy,",雷公訴帝喘似吹，
Thịnh khủng thanh danh tắc thiên phá.,盛恐聲名塞天破。
"Văn chương hỷ dĩ quái tự ngu,",文章喜以怪自娛，
Bất khẳng tài súc yếu hữu dư.,不肯裁縮要有余。
"Đa vi tiễu cú bất tư mỵ,",多為峭句不姿媚，
Thiên cốt lão ngạnh vô bì phu.,天骨老硬無皮膚。
"Nhân truyền thư nhiễm mạc đối đương,",人傳書染莫對當，
Phá noãn kinh xuất loan phượng tường.,破卵惊出鸞鳳翔。
"Gián hoặc lão bút bất khẳng khuất,",間或老筆不肯屈，
Thiết sách phược cấp giao long cương.,銕索縛急蛟龍僵。
"Thiếu niên ỷ khí cuồng bất ky,",少年倚氣狂不羈，
Hổ hiếp tháp dực xích nhật phi.,虎脅插翼赤日飛。
"Dục tương độc lập khoá vạn thế,",欲相獨立跨萬世，
Tiếu vị Lý Bạch vi si nhi.,笑謂李白為痴儿。
"Tứ thiên vô bích tài khả gia,",四天無壁纔可家，
Tuý đảm phẫn tường khiển tửu nã.,醉膽憤庠遣酒拏。
"Dục thâu Bắc Đẩu chước kiệt hải,",欲偷北斗酌竭海，
Lực bạt Thái Hoa ao kình nha.,力拔太華鏖鯨牙。
"Thế nho khẩu nhuyễn thanh như dăng,",世儒口軟聲如蠅，
Hiếu vu tráng sĩ vi kỵ tăng.,好于壯士為忌憎。
"Ngã độc cửu ngưỡng nguyện đắc kiến,",我獨久仰愿得見，
Hạo ca bất cảm nhi nữ thanh.,浩歌不敢儿女聲。
