vi,ch
"Giáp ngạn nhân yên tống khách chu,",夾岸人烟送客舟，
Nhĩ hà nhất trạo nhất hồi đầu.,珥河一棹一囬頭。
"Ba đào tẫn trục đông lưu túc,",波濤儘逐東流宿，
Tiêu cán do huyền bắc cố ưu.,宵旰猶懸北顧憂。
"Đồ hữu bi minh nhưng bệnh ký,",徒有悲鳴仍病驥，
Bất tương phụ tiến vị bì ngưu.,不將負荐爲疲牛。
"Tự lân hứa quốc tam triều lão,",自憐許國三朝老，
Vị giải hoà nhung ngũ lợi mưu.,未解和戎五利謀。
"Thiên lự ngu trung cầu nhất đắc,",千慮愚衷求一得，
Bách linh nhân sự đáng tam hưu.,百齡人事當三休。
"Đàn luân tuỳ hoá hà lao kế,",彈輪随化何劳計，
Túc mục câu suy khẳng trệ lưu.,足目俱衰肯滞留。
"Hàn tuế ca ly nhân các biệt,",寒歲歌離人各別，
Luân giao ẩm tiễn lệ song lưu.,輪交飲餞淚双流。
"Loan loan khúc khúc tuỳ giang khứ,",湾湾曲曲随江去，
Vãng vãng lai lai khởi khách sầu.,往往來來起客愁。
"Vãn hỷ cúc tùng tuần cựu kính,",晚矣菊松循舊徑，
Du tai phong vật ký danh ưu.,悠哉風物記名優。
"Tương tư tương chiếu duy luân nguyệt,",相思相炤惟輪月，
Tam ngũ viên quang diệc nhất chu.,三五圓光亦一週。
