vi,ch
"Thiên Đô chử phong dao tương tòng,",天都諸峰遥相從，
Liên miên dịch thuộc vô hạ phùng.,連綿嶧屬無罅縫。
"Sơn yêu bạch vân xuất y đái,",山腰白雲出衣帶，
Vân sinh điệp điệp sơn trùng trùng.,雲生疊疊山重重。
"Phong nội hữu phong loại xuân nhiễm,",峰內有峰類皴染，
Tu du ổng hợp nhưng hỗn đồng.,須臾蓊合仍混同。
"Tằng vân tụ tộc vũ quyết lưu,",層雲聚族雨決溜，
Khê sơn thiên thuỷ tề minh mông.,溪山天水齊溟蒙。
"Thị thời thuỷ thế do vị hùng,",是時水勢猶未雄，
Giang hà dục quyết phiên buộn ung.,江河欲決翻坌壅。
"Lương cửu vũ túc thuỷ tích hậu,",良久雨足水積厚，
Bộc bố đảo tả Thiên Đô phong.,瀑布倒瀉天都峰。
"Sơ nghi khát long phủ phím bạc,",初疑渴龍甫噴薄，
Quyết thạch đầu pháo thanh hồng long.,抉石投奅聲䃔䃧。
"Phục nghi thuỷ kích long ảo nộ,",復疑水撥龍拗怒，
Tốt vĩ hạ bát bách trượng hồng.,捽尾下拔百丈洪。
"Cánh nghi quần long hỗ chuyển đấu,",更疑群龍互轉鬥，
Di sơn bài cốc oanh viên khung.,移山排谷轟圓穹。
"Nhân ngôn thuỷ tá phong lực hoạnh,",人言水借風力橫，
Ná tri thuỷ cấp phiên sinh phong.,那知水急翻生風。
Kích lôi cuồng điện hà xử khởi?,激雷狂電何處起？
Phát tác diệc tại phong thuỷ trung.,發作亦在風水中。
"Ba lãng huyên khôi thảo mộc á,",波浪喧豗草木亞，
Sưu giảo hiên pha tâm xung xung.,搜攪軒簸心忡忡。
"Đàm trung lão long hựu kinh ngộ,",潭中老龍又驚寤，
Lục lãng phầm dũng hiên song đông.,綠浪濆涌軒窗東。
"Sơn căn táp lạp địa trục chấn,",山根颯拉地軸震，
Toàn khủng Hoàng Hải phù hư không.,旋恐黄海浮虛空。
"Đình ngọ vũ chỉ vân nhung nhung,",亭午雨止雲戎戎，
Thiên điều bạch luyện hồi xung dung.,千條白練回沖融。
"Bằng lan tâm khảm thư chàng thung,",憑闌心坎舒撞舂，
Toạ thinh đào lại khán bôn xung.,坐聽濤瀨看奔沖。
"Ngạc di mạc nhạ thi tứ cùng,",愕眙莫訝詩思窮，
Lão phu tam nhật do nhĩ lung.,老夫三日猶耳聾。
