vi,ch
"Sa man man, thạch thốc thốc,",沙漫漫，石簇簇，
Mã bộc xa tồi Lũng Sơn khúc.,馬仆車摧隴山曲。
"Lũng Sơn nhật nhật hành bất tiền,",隴山日日行不前，
Dạ dạ hoàn tòng Lũng gian túc.,夜夜還從隴間宿。
"Quan Đông chỉ thuyết dương trường phản,",關東只說羊腸阪，
Na tri Lũng phản như sơn viễn.,那知隴阪如山遠。
"Lũng phản uy di cự Tây Vực,",隴阪逶迤距西域，
Cổ lai thử địa hy nhân tích.,古來此地希人跡。
"Sơn xuyên bản tự cách Hoa nhung,",山川本自隔華戎，
Quân vương trực dục thôn Di Địch.,君王直欲吞夷狄。
"Tự tòng Hán Lỗ hỗ tương cừu,",自從漢虜互相仇，
Tái thượng phong trần vô nhật hưu.,塞上風塵無日休。
"Kỷ quần thiên mã lai hoang ngoại,",幾群天馬來荒外，
Bách vạn chinh nhân thú Lũng Đầu.,百萬征人戍隴頭。
"Kham ta bách vạn chinh tây tốt,",堪嗟百萬征西卒，
Bán tác Lũng Sơn sơn hạ cốt.,半作隴山山下骨。
"Thuỳ vi nhung thủ hoạ tư nhân,",誰為戎首禍斯人，
Hậu hữu Hán Vũ tiên Doanh Tần.,後有漢武先嬴秦。
"Tần gia vô sách lương khả xi,",秦家無策良可嗤，
Hán chế Hung Nô không nhĩ vi.,漢制匈奴空爾為。
"Nguyện lệnh biên quận cẩn bị khấu,",願令邊郡謹備寇，
Bất dụng Trung Nguyên đa xuất sư.,不用中原多出師。
