vi,ch
"Thiên vũ tiêu tiêu trệ mao ốc,",天雨蕭蕭滯茅屋，
Không sơn vô dĩ uý u độc.,空山無以慰幽獨。
"Nhuệ đầu tướng quân lai hà trì,",銳頭將軍來何遲，
Linh ngã tâm trung khổ bất túc.,令我心中苦不足。
"Sổ khan hoàng vụ loạn huyền vân,",數看黃霧亂玄雲，
Thì thính nghiêm phong chiết kiều mộc.,時聽嚴風折喬木。
"Tuyền nguyên linh linh tạp viên dứu,",泉源泠泠雜猿狖，
Nê nính mạc mạc cơ hồng hộc.,泥濘漠漠饑鴻鵠。
"Tuế mộ cùng âm cảnh vị dĩ,",歲暮窮陰耿未已，
Nhân sinh hội diện nan tái đắc.,人生會面難再得。
"Ức nhĩ yêu hạ thiết ti tiễn,",憶爾腰下鐵絲箭，
Xạ sát lâm trung tuyết sắc lộc.,射殺林中雪色鹿。
"Tiền giả toạ bì nhân vấn mao,",前者坐皮因問毛，
Tri tử lịch hiểm nhân mã lao.,知子歷險人馬勞。
"Dị thú như phi tinh tú lạc,",異獸如飛星宿落，
Ưng huyền bất ngại thương sơn cao.,應弦不礙蒼山高。
"An đắc đột kỵ chỉ ngũ thiên,",安得突騎只五千，
Tốt nhiên my cốt giai nhĩ tào.,崒然眉骨皆爾曹。
"Tẩu bình loạn thế tương thôi xúc,",走平亂世相催促，
Nhất khoát minh chủ chính úc đào.,一豁明主正郁陶。
"Ức tích Phạm Tăng toái ngọc đẩu,",憶昔範增碎玉斗，
Vị sử ngô binh trước bạch bào.,未使吾兵著白袍。
"Hôn hôn xương hạp bế phân tẩm,",昏昏閶闔閉氛祲，
Thập nguyệt Kinh Nam lôi nộ hào.,十月荊南雷怒號。
