vi,ch
"Ỷ giang nam thụ thảo đường tiền,",倚江楠樹草堂前，
Cố lão tương truyền nhị bách niên.,故老相傳二百年。
"Tru mao bốc cư tổng vi thử,",誅茅卜居總為此，
Ngũ nguyệt phảng phật văn hàn thiền.,五月仿佛聞寒蟬。
"Đông nam phiêu phong động địa chí,",東南飄風動地至，
Giang phiên thạch tẩu lưu vân khí.,江翻石走流雲氣。
"Càn bài lôi vũ do lực tranh,",乾排雷雨猶力爭，
Căn đoạn tuyền nguyên khởi thiên ý.,根斷泉源豈天意。
"Thương ba lão thụ tính sở ái,",滄波老樹性所愛，
Phố thượng đồng đồng nhất thanh cái.,浦上童童一青蓋。
"Dã khách tần lưu cụ tuyết sương,",野客頻留懼雪霜，
Hành nhân bất quá thính vu lại.,行人不過聽竽籟。
"Hổ đảo long điên uỷ trăn cức,",虎倒龍顛委榛棘，
Lệ ngân huyết điểm thuỳ hung ức.,淚痕血點垂胸臆。
"Ngã hữu tân thi hà xứ ngâm,",我有新詩何處吟，
Thảo đường tự thử vô nhan sắc.,草堂自此無顏色。
