vi,ch
"Minh công tráng niên trị thì nguy,",明公壯年值時危，
Kinh tế thực tạ anh hùng tư.,經濟實藉英雄姿。
"Quốc chi xã tắc kim nhược thị,",國之社稷今若是，
Vũ định hoạ loạn phi công thuỳ.,武定禍亂非公誰。
"Phụng Tường thiên quan thả bão phạn,",鳳翔千官且飽飯，
Y mã bất phục năng khinh phì.,衣馬不復能輕肥。
"Thanh bào triều sĩ tối khốn giả,",青袍朝士最困者，
Bạch đầu thập di đồ bộ quy.,白頭拾遺徒步歸。
"Nhân sinh giao khế vô lão thiếu,",人生交契無老少，
Luận giao hà tất tiên đồng điệu.,論交何必先同調。
"Thê tử sơn trung khốc hướng thiên,",妻子山中哭向天，
Tu công lịch thượng truy phong phiếu.,須公櫪上追風驃。
