vi,ch
"Thần tiên trung nhân bất dị đắc,",神仙中人不易得，
Nhan thị chi tử tài cô tiêu.,顏氏之子才孤標。
"Thiên mã trường minh đãi giá ngự,",天馬長鳴待駕馭，
Thu ưng chỉnh cách đương vân tiêu.,秋鷹整翮當雲霄。
"Quân bất kiến Đông Ngô Cố văn học,",君不見東吳顧文學，
Quân bất kiến Tây Hán Đỗ Lăng lão.,君不見西漢杜陵老。
"Thi gia bút thế quân bất hiềm,",詩家筆勢君不嫌，
Từ hàn thăng đường vị quân tảo.,詞翰升堂為君掃。
"Thị nhật sương phong đống thất trạch,",是日霜風凍七澤，
Ô Man lạc chiếu hàm xích bích.,烏蠻落照銜赤壁。
"Tửu hàm nhĩ nhiệt vong đầu bạch,",酒酣耳熱忘頭白，
"Cảm quân ý khí vô sở tích,",感君意氣無所惜，
Nhất vi ca hành ca chủ khách.,一為歌行歌主客。
