vi,ch
"Quái sự, quái sự, bất nhẫn văn,",怪事怪事不忍聞，
Bạch trú sát nhân toàn gia khứ.,白晝殺人全家去。
"Quân lại quá giả cố chi tha,",軍吏過者顧之他，
Hương lý tàng nặc bất cảm ngữ.,鄉里藏匿不敢語。
"Ngữ giả thập nhân vô nhất sinh,",語者十人無一生，
Gia gia hôi tận thành phi nhứ.,家家灰盡成飛絮。
"Tróc nhân quan đạo như thâm sơn,",捉人官道如深山，
Vãng lai tinh tán vô nhân cự.,往來星散無人拒。
"Thù giả sách tiền phục sát chi,",讎者索錢復殺之，
Nhân gia ngưu tửu nhật yêm ứ.,人家牛酒日厭飫。
"Triêu tịch hoành hành vi lý lư,",朝夕橫行圍里閭，
Phủ huyện nha biên thời tán xử.,府縣衙邊辰散處。
"Khoảnh khắc liên phá nhị tam thôn,",頃刻連破二三村，
Kinh hoàng tẩu tán lão nhi nữ.,驚惶走散老兒女。
"Thái thậm phất hoạch dĩ chi quan,",太甚弗獲已之官，
Tầm phục nhất không trục dữ trữ.,尋復一空軸與杼。
"Ô hô! Ô hô! Bắc Ninh dân,",嗚呼！嗚呼！北寧民，
Nhất vọng bình nguyên vô hiểm trở.,一望平原無險阻。
"Triều đình uy đức dữ thiên tề,",朝廷威德與天齊，
Thiên hạ đông tây hàm an cư.,天下東西咸安居。
"Hồ vi hồ nhất phương hồng nhạn trường bi minh,",湖為乎一方鴻雁長悲鳴，
Du sinh nhĩ điền hồ cập dã thử.,偷生爾田狐及野鼠。
"Nhất phụ hàm oan lục nguyệt sương,",一婦含冤六月霜，
Huống nãi liên niên điền câu ứ.,況乃連年填溝淤。
"Thiên lý môn môn bất tận văn,",千里門門不盡聞，
Nghi hồ: Xuân lai tật phong dữ tật thử.,宜乎春來疾風與疾暑。
"Tảo vãn tam quân tây tái hồi,",早挽三軍西塞回，
Khan nhĩ bô tru hà xứ sở.,看爾逋誅何處所。
"Nguyện ngôn thủ thổ cấp vi mưu,",願言守土急為謀，
Vật sử văn giả đồ ưu lự.,勿使聞者徒憂慮。
"Trích lưu bất tái vi đồi ba,",滴遛不塞為頹波，
"Đại hoả liệu nguyên, tài nhất cự.",大火燎原纔一炬。
