vi,ch
"Ngô vương tại thì bách hoa khai,",吳王在時百花開，
Hoạ thuyền tải lạc châu biên lai.,畫船載樂洲邊來。
"Ngô vương khứ hậu bách hoa lạc,",吳王去後百花落，
Ca xuý vô văn châu tịch mịch.,歌吹無聞洲寂寞。
"Hoa khai hoa lạc niên niên xuân,",花開花落年年春，
Tiền hậu khán hoa ưng kỷ nhân?,前後看花應幾人？
"Đãn kiến chi chi ánh lưu thuỷ,",但見枝枝映流水，
Bất tri phiến phiến đoạ hành trần.,不知片片墮行塵。
"Niên lai phong vũ hoang đài bạn,",年來風雨荒臺畔，
Nhật mộ hoàng ly trường dục đoạn.,日暮黄鸝腸欲斷。
"Khởi duy thế thiểu khán hoa nhân,",豈唯世少看花人，
Túng lai thử địa vô hoa khán.,縱來此地無花看。
