vi,ch
"Thanh Môn kim toả bình đán khai,",青門金鎖平旦開，
Thành đầu nhật xuất sứ xa hồi.,城頭日出使車回。
"Thanh môn liễu chi chính kham chiết,",青門柳枝正堪折，
Lộ bàng nhất nhật kỷ nhân biệt.,路傍一日幾人別。
"Đông xuất Thanh Môn lộ bất cùng,",東出青門路不窮，
Dịch lâu quan thụ Bá Lăng đông.,驛樓官樹霸陵東。
"Hoa phác chinh y khan tự tú,",花扑征衣看似繡，
Vân tuỳ khứ mã sắc nghi thông.,雲隨去馬色疑驄。
"Hồ cơ tửu lư nhật vị ngọ,",胡姬酒壚日未午，
Ti thằng ngọc cang tửu như nhũ.,絲繩玉缸酒如乳。
"Bá đầu lạc hoa một mã đề,",霸頭落花沒馬蹄，
Tạc dạ vi vũ hoa thành nê.,昨夜微雨花成泥。
"Hoàng ly sí thấp phi chuyển đê,",黃鸝翅濕飛轉低，
Quan Đông xích thư tuý lại đề.,關東尺書醉懶題。
"Tu du vọng quân bất khả kiến,",須臾望君不可見，
Dương tiên phi khống tật như tiễn.,揚鞭飛鞚疾如箭。
Tá vấn sứ hô hà thời lai?,借問使乎何時來？
Mạc tác đông phi bá lao tây phi yến!,莫作東飛伯勞西飛燕！
