vi,ch
"Thương Hiệt điểu tích ký mang muội,",蒼頡鳥跡既茫昧，
Tự thể biến hoá như phù vân.,字體變化如浮雲。
"Trần Thương thạch cổ hựu dĩ ngoa,",陳倉石鼓又已訛，
Đại tiểu nhị triện sinh bát phân.,大小二篆生八分。
"Tần hữu Lý Tư, Hán Thái Ung,",秦有李斯漢蔡邕，
Trung gian tác giả tịch bất văn.,中間作者寂不聞。
"Dịch sơn chi bi dã hoả phần,",嶧山之碑野火焚，
Tảo mộc truyền khắc phì thất chân.,棗木傳刻肥失真。
"Khổ Huyền Quang hoà thượng cốt lập,",苦縣光和尚骨立，
Thư quí sấu ngạnh phương thông thần.,書貴瘦硬方通神。
"Tích tai Lý, Thái bất phục đắc,",惜哉李蔡不復得，
Ngô sanh Lý Triều hạ bút thân.,吾甥李潮下筆親。
"Thượng thư Hàn Trạch Mộc,",尚書韓擇木，
Kỵ tào Thái Hữu Lân.,騎曹蔡有鄰。
"Khai Nguyên dĩ lai số bát phân,",開元已來數八分，
Triều dã yểm hữu nhị tử thành tam nhân.,潮也奄有二子成三人。
"Huống Triều tiểu triện bức Tần tướng,",況潮小篆逼秦相，
Khoái kiếm trường kích sâm tương hướng.,快劍長戟森相向。
"Bát phân nhất tự trị bách kim,",八分一字直百金，
Giao long bàn noa nhụ quật cưỡng.,蛟龍盤拏肉屈強。
"Ngô quận Trương Điên khoa thảo thư,",吳郡張顛誇草書，
Thảo thư phi cổ không hùng tráng.,草書非古空雄壯。
"Khởi như ngô sanh bất lưu đãng,",豈如吾甥不流宕，
"Thừa tướng, trung lang trượng nhân hàng.",丞相中郎丈人行。
"Ba Đông phùng Lý Triều,",巴東逢李潮，
Du nguyệt cầu ngã ca.,逾月求我歌。
"Ngã kim suy lão tài lực bạc,",我今衰老才力薄，
"Triều hồ, Triều hồ nại nhữ hà!",潮乎潮乎奈汝何。
