vi,ch
"Đông hoàng phóng tình diệc bất ác,",東皇放晴亦不惡，
Hà sự phi anh xảo xuyên tạc.,何事飛雵巧穿鑿？
"Nhập thị bất thận vạn tỉnh cơ,",入市不慎萬井飢，
Tích hiệp duy trợ giang thần ngược.,積峽惟助江神虐。
"Sơ bàn nhật nhật tước băng ty,",蔬盤日日嚼冰絲，
Khởi hữu dương chi sung canh hoắc.,豈有羊脂充羹臛。
"Phác song đả mạn thập nhật lạc,",朴窗打幔十日落，
Thiên môn vô lộ thải kim thác.,千門無路貸金錯。
"Trù đoạn yên tiêu nha xỉ các,",廚斷煙銷牙齒擱，
Hạ phương tự khổ thiên tự lạc.,下方自苦天自樂。
"Ngọc Nương tà toạ bão song cước,",玉娘斜坐抱雙腳，
Tiên quan vân lại cung trào hước.,仙官雲吏供嘲謔。
"Đông hải thịnh tử Hoàng Cô chước,",東海盛醑黃姑酌，
Thiên ly dạ thiết cửu quan thược.,天貍夜竊九關鑰。
"Đảo kỵ ninh long chuý kim lạc,",倒騎獰龍捶金絡，
Hy Hoà thướng thư phiên kiến phược.,羲和上書翻見縛。
"Đinh Lệnh vô quan hoá phi hạc,",丁令無官化飛鶴，
Hu ta thiên công đãi dân hà kỳ bạc!,吁嗟天公待民何其薄！
Dã nhân phù bạch mịch câu hác.,野人扶白覓溝壑。
