vi,ch
"Xích huyện quan tào ủng tài kiệt,",赤縣官曹擁才傑，
"Nhuyễn cừu, khoái mã đương băng tuyết.",軟裘快馬當冰雪。
"Trường An khổ hàn thuỳ độc bi,",長安苦寒誰獨悲？
Đỗ Lăng dã lão cốt dục chiết.,杜陵野老骨欲折。
Nam sơn đậu miêu tảo hoang uế.,南山豆苗早荒穢，
Thanh Môn qua địa tân đống liệt.,青門瓜地新凍裂。
"Hương lý nhi đồng hạng lĩnh thành,",鄉里兒童項領成，
Triều đình cố cựu lễ số tuyệt.,朝廷故舊禮數絕。
"Tự nhiên khí trịch dữ thì dị,",自然棄擲與時異，
Huống nãi sơ ngoan lâm sự chuyết.,況乃疏頑臨事拙。
Cơ ngoạ động tức hướng nhất tuần.,饑臥動即向一旬。
Tệ y hà thí liên bách kết.,敝衣何啻聯百結。
"Quân bất kiến không tường nhật sắc vãn,",君不見空牆日色晚，
Thử lão vô thanh lệ thuỳ huyết.,此老無聲淚垂血！
