vi,ch
"Hồ kiêu mã kinh sa trần khởi,",胡驕馬驚沙塵起，
Hồ sồ ẩm mã Thiên Tân thuỷ.,胡雛飲馬天津水。
"Quân vi trương dịch cận tửu gia,",君為張掖近酒家，
Ngã thoán Tam Ba cửu thiên lý.,我竄三巴九千里。
"Thiên địa tái tân pháp lệnh khoan,",天地再新法令寬，
Dạ Lang thiên khách đái sương hàn.,夜郎遷客帶霜寒。
"Tây ức cố nhân bất khả kiến,",西憶故人不可見，
Đông phong xuy mộng đáo Trường An.,東風吹夢到長安。
"Ninh kỳ thử địa hốt tương ngộ,",寧期此地忽相遇，
Kinh hỉ mang như đoạ yên vụ.,驚喜茫如墮煙霧。
"Ngọc tiêu kim quản huyên tứ diên,",玉簫金管喧四筵，
Khổ tâm bất đắc thân trường cú.,苦心不得申長句。
"Tạc nhật tú y khuynh lục tôn,",昨日繡衣傾綠樽，
Bệnh như đào lý cánh hà ngôn.,病如桃李竟何言。
"Tích kỵ thiên tử đại uyển mã,",昔騎天子大宛馬，
Kim thừa khoản đoạn chư hầu môn.,今乘款段諸侯門。
"Lại ngộ Nam Bình khoát phương thốn,",賴遇南平豁方寸，
Phục kiêm phu tử trì thanh luận.,復兼夫子持清論。
"Hữu tự sơn khai vạn lý vân,",有似山開萬里雲，
Tứ vọng thanh thiên giải nhân muộn.,四望青天解人悶。
"Nhân muộn hoàn tâm muộn,",人悶還心悶，
Khổ tân trường khổ tân.,苦辛長苦辛。
"Sầu lai ẩm tửu nhị thiên thạch,",愁來飲酒二千石，
Hàn hôi trùng noãn sinh dương xuân.,寒灰重暖生陽春。
"Sơn công tuý hậu năng kỵ mã,",山公醉後能騎馬，
Biệt thị phong lưu hiền chủ nhân.,別是風流賢主人。
"Đầu Đà vân nguyệt đa tăng khí,",頭陀雲月多僧氣，
"Sơn thuỷ hà tằng xứng nhân ý,",山水何曾稱人意。
"Bất nhiên minh già án cổ hí thương lưu,",不然鳴笳按鼓戲滄流，
Hô thủ Giang Nam nữ nhi ca trạo âu.,呼取江南女兒歌棹謳。
"Ngã thả vi quân chuý toái Hoàng Hạc lâu,",我且為君捶碎黃鶴樓，
Quân diệc vi ngô đảo khước Anh Vũ châu.,君亦為吾倒卻鸚鵡洲。
"Xích Bích tranh hùng như mộng lý,",赤壁爭雄如夢裏，
Thả tu ca vũ khoan ly ưu.,且須歌舞寬離憂。
