vi,ch
"Nhĩ gia hà tại Tiêu Tương xuyên,",爾家何在瀟湘川，
Thanh toa bạch thạch Trường Sa biên.,青莎白石長沙邊。
"Tạc mộng giang hoa chiếu giang nhật,",昨夢江花照江日，
Kỷ chi chính phát đông song tiền.,幾枝正發東窗前。
"Giác lai dục vãng tâm du nhiên,",覺來欲往心悠然，
Hồn tuỳ Việt điểu phi nam thiên.,魂隨越鳥飛南天。
"Tần vân liên sơn hải tương tiếp,",秦雲連山海相接，
Quế thuỷ hoành yên bất khả thiệp.,桂水橫煙不可涉。
"Tống quân thử khứ lịnh nhân sầu,",送君此去令人愁，
Phong phàm mang mang cách hà châu.,風帆茫茫隔河洲。
"Xuân đàm quỳnh thảo lục khả chiết,",春潭瓊草綠可折，
Tây ký Trường An minh nguyệt lâu.,西寄長安明月樓。
