vi,ch
"Nhị bát thiền quyên Đại Đê nữ,",二八嬋娟大堤女，
Khai lô tương đối y giang chử.,開壚相對依江渚。
"Đãi khách đăng lâu hướng thuỷ khan,",待客登樓向水看，
Yêu lang quyển mạn lâm hoa ngữ.,邀郎卷幔臨花語。
"Tế vũ mông mông thấp kỵ hà,",細雨濛濛濕芰荷，
Ba Đông thương lữ quải phàm đa.,巴東商侶掛帆多。
"Tự truyền phương tửu uyển hồng tụ,",自傳芳酒涴紅袖，
Thuỳ điệu nghiên trang hồi thuý nga.,誰調妍妝回翠娥。
"Trân điệm hoa đăng tịch dương hậu,",珍簟華燈夕陽後，
Đương lô lý sắt căng tiêm thủ.,當壚理瑟矜纖手。
"Nguyệt lạc tinh vi ngũ cổ thanh,",月落星微五鼓聲，
Xuân phong dao đãng song tiền liễu.,春風搖盪窗前柳。
"Tuế tuế phùng nghênh sa ngạn gian,",歲歲逢迎沙岸間，
Bắc nhân đa thức lục vân hoàn.,北人多識綠雲鬟。
"Vô đoan giá dữ Ngũ Lăng thiếu,",無端嫁與五陵少，
Ly biệt yên ba thương ngọc nhan.,離別煙波傷玉顏。
