vi,ch
"Tường đông hoang hề bão thôn tà,",墻東荒蹊抱村斜，
Kinh cức lang tạ bàn căn nha.,荊棘狼籍盤根芽。
"Hà niên đan hạnh thử lưu chủng,",何年丹杏此留种，
Tiểu hồng trấp trấp tranh xuân hoa.,小紅濈濈爭春華。
"Dã nhân quán kiến mạn bất tỉnh,",野人慣見謾不省，
Độc hữu thi khách lai tư ta.,獨有詩客來咨嗟。
"Thiên chân bất đáo duyên phấn bút,",天真不到鉛粉筆，
Phú diễm tự thị cung vi hoa.,富艷自是宮闈花。
"Khúc trì phương kinh phi túc tích,",曲池芳經非宿昔，
Thương đài trọc tửu đồng thiên nha.,蒼苔濁酒同天涯。
"Kinh sư tích hoa như tích ngọc,",京師惜花如惜玉，
Hiểu thiềm mại triệt đông tây gia.,曉檐賣徹東西家。
"Hạnh hoa khan hồng bất khan bạch,",杏花看紅不看白，
Thập nhật mang sát du xuân xa.,十日忙殺遊春車。
"Thuỳ gia viên lý hữu thử thụ,",誰家園里有此樹，
Trịnh trọng dĩ trước trùng vi già.,鄭重已著重幃遮。
"A Kiều tân sủng trữ kim ốc,",阿嬌新寵貯金屋，
Minh phi viễn giá sầu thanh già.,明妃遠嫁愁清笳。
"Lạc hoa oanh liêm phất sàng tịch,",落花縈帘拂床席，
Diệc hữu phiêu bạc triêm nễ sa.,亦有飄泊沾泥沙。
"Thiên công vô tâm vật tự vật,",天公無心物自物，
Đắc ý vị dụng tương lăng khoa.,得意未用相凌夸。
"Hoàng hôn nhân quy hoa bất ngữ,",黃昏人歸花不語，
Duy hữu lạc nguyệt đề thê nha.,惟有落月啼棲鴉。
