vi,ch
"An Nam hữu sinh Nguyễn Đình Giới,",安南有生阮廷玠，
Lệ thư quốc nội tri danh tối.,𨽻書國内知名最。
"Chỉnh như lão tướng nghiêm giáp binh,",整如老將嚴甲兵，
Trang nhược đoan nhân chính quan đới.,莊若端人正冠帶。
"Lão phu trì tiết sứ Viêm châu,",老夫持節使炎州，
Đầu bạch nhãn hôn kim lão đại.,頭白眼昏今老大。
"Trước thư hạ nhật sử chi tả,",著書暇日使之寫，
Nhất tiếu linh nhân tâm mục khoái.,一笑令人心目快。
"Đường thì tuyển nhân dụng khải pháp,",唐時選人用楷法，
Ta nhĩ nãi tại yếu hoang ngoại.,嗟爾乃在要荒外。
"Phí thuý thiên nhai ẩn vũ mao,",翡翠天涯隠羽毛，
Xà châu hải để trầm quang quái.,蛇珠海底沈光怪。
"Ngã hứng vị nhĩ tác trường ca,",我興為爾作長歌，
Sinh khởi tu dung trùng tái bái.,生起脩容重再拜。
"Độc bất kiến: Đảm nhĩ Lê sinh ngộ lão Pha,",獨不見、儋耳黎生遇老坡，
Diệc đắc tính danh truyền hậu đại.,亦得姓名傳後代。
