vi,ch
Quân bất kiến:,君不見：
"Ích Châu thành tây môn,",益州城西門，
Mạch thượng thạch duẩn song cao tồn.,陌上石筍雙高蹲。
"Cổ lai tương truyền thị hải nhãn,",古來相傳是海眼，
Đài tiển thực tận ba đào ngân.,苔蘚蝕盡波濤痕。
"Vũ đa vãng vãng đắc sắt sắt,",雨多往往得瑟瑟，
Thử sự hoảng hốt nan minh luân.,此事恍惚難明論。
"Khủng thị tích thời khanh tướng mộ,",恐是昔時卿相墓，
Lập thạch vi biểu kim nhưng tồn.,立石為表今仍存。
"Tích tai tục thái hiếu mông tế,",惜哉俗態好蒙蔽，
Diệc như tiểu thần mị chí tôn.,亦如小臣媚至尊。
"Chính hoá thác ngỗ thất đại thể,",政化錯迕失大體，
Toạ khan khuynh nguy thụ hậu ân.,坐看傾危受厚恩。
"Ta nhĩ thạch duẩn thiện hư danh,",嗟爾石筍擅虛名，
Hậu lai vị thức do tuấn bôn.,後來未識猶駿奔。
"An đắc tráng sĩ trịch thiên ngoại,",安得壯士擲天外，
Sử nhân bất nghi kiến bản căn.,使人不疑見本根。
