vi,ch
"Lương công tằng tôn, ngã di đệ,",梁公曾孫我姨弟，
Bất kiến thập niên quan tế tế.,不見十年官濟濟。
"Đại hiền chi hậu cánh lăng trì,",大賢之後竟陵遲，
Hạo đãng cổ kim đồng nhất thể.,浩蕩古今同一體。
"Tỉ khan thúc bá tứ thập nhân,",比看叔伯四十人，
Hữu tài vô mệnh bách liêu để.,有才無命百寮底。
"Kim giả huynh đệ nhất bách nhân,",今者兄弟一百人，
Kỉ nhân trác tuyệt bỉnh Chu lễ.,幾人卓絕秉周禮。
"Tại nhữ cánh dụng văn chương vi,",在汝更用文章為，
Trưởng huynh bạch mi phục thiên khải.,長兄白眉復天啟。
"Nhữ môn thỉnh tùng tằng ông thuyết,",汝門請從曾翁說，
Thái hậu đương triều đa xảo để.,太后當朝多巧詆。
"Địch công chấp chính tại mạt niên,",狄公執政在末年，
Trọc hà chung bất ô thanh tế.,濁河終不汙清濟。
"Quốc tự sơ tương phó chư Vũ,",國嗣初將付諸武，
Công độc đình tránh thủ đan bệ.,公獨廷諍守丹陛。
"Cấm trung quyết sách thỉnh Phòng Lăng,",禁中決冊請房陵，
Tiền triều trường lão giai lưu thế.,前朝長老皆流涕。
"Thái Tông xã tắc nhất triều chính,",太宗社稷一朝正，
Hán quan uy nghi trọng chiêu tẩy.,漢官威儀重昭洗。
"Thì nguy thuỷ thức bất thế tài,",時危始識不世才，
Thuỳ vị trà khổ cam như tề.,誰謂茶苦甘如薺。
"Nhữ tào hựu nghi liệt thổ thực,",汝曹又宜列土食，
Thân sử môn hộ đa tinh khể.,身使門戶多旌棨。
"Hồ vi phiêu bạc Mân, Hán gian,",胡為漂泊岷漢間，
Can yết vương hầu phả lịch để.,幹謁王侯頗曆抵。
"Huống nãi sơn cao thuỷ hữu ba,",況乃山高水有波，
Thu phong tiêu tiêu lộ nễ nễ.,秋風蕭蕭露泥泥。
"Hổ chi cơ, há sàm nham,",虎之饑，下巉岩，
"Giao chi hoành, xuất thanh thử.",蛟之橫，出清泚。
"Tảo quy lai,",早歸來，
Hoàng thổ nê y nhãn dị mị.,黃土泥衣眼易瞇。
