vi,ch
Quân bất kiến:,君不見：
"Từ khanh nhị tử sinh tuyệt kỳ,",徐卿二子生絕奇，
Cảm ứng cát mộng tương truy tuỳ.,感應吉夢相追隨。
"Khổng Tử, Thích thị thân bão tống,",孔子釋氏親抱送，
Tịnh thị thiên thượng kỳ lân nhi.,並是天上麒麟兒。
"Đại nhi cửu linh sắc thanh triệt,",大兒九齡色清澈，
Thu thuỷ vi thần ngọc vi cốt.,秋水為神玉為骨。
"Tiểu nhi ngũ tuế khí thực Ngưu,",小兒五歲氣食牛，
Mãn đường tân khách giai hồi đầu.,滿堂賓客皆回頭。
"Ngô tri Từ công bách bất ưu,",吾知徐公百不憂，
Tích thiện cổn cổn sinh công hầu.,積善袞袞生公侯。
"Trượng phu sinh nhi hữu như thử nhị sồ giả,",丈夫生兒有如此二雛者，
Danh vị khởi khẳng ti vi hưu.,名位豈肯卑微休。
