vi,ch
"Mậu Lăng Lưu lang thu phong khách,",茂陵劉郎秋風客，
Dạ văn mã tê hiểu vô tích.,夜聞馬嘶曉無跡。
"Hoạ lan quế thụ huyền thu hương,",畫欄桂樹懸秋香，
Tam thập lục cung thổ hoa bích.,三十六宮土花碧。
"Nguỵ quan khiên xa chỉ thiên lý,",魏官牽車指千里，
Đông quan toan phong xạ mâu tử.,東關酸風射眸子。
"Không tương Hán nguyệt xuất cung môn,",空將漢月出宮門，
Ức quân thanh lệ như duyên thuỷ.,憶君清淚如鉛水。
"Suy lan tống khách Hàm Dương đạo,",衰蘭送客咸陽道，
Thiên nhược hữu tình thiên diệc lão.,天若有情天亦老。
"Huề bàn độc xuất nguyệt hoang lương,",攜盤獨出月荒涼，
Vị thành dĩ viễn ba thanh tiểu.,渭城已遠波聲小。
