vi,ch
"Cửu khách đa uổng hữu bằng thư,",久客多枉友朋書，
Tố thư nhất nguyệt phàm nhất thúc.,素書一月凡一束。
"Hư danh đãn mông hàn ôn vấn,",虛名但蒙寒溫問，
Phiếm ái bất cứu câu hác nhục.,泛愛不救溝壑辱。
"Xỉ lạc vị thị vô tâm nhân,",齒落未是無心人，
Thiệt tồn sỉ tác cùng đồ khốc.,舌存恥作窮途哭。
"Đạo Châu thủ trát thích phục chí,",道州手札適復至，
Chỉ trường yêu tự tam quá độc.,紙長要自三過讀。
"Doanh bả na tu thương hải châu,",盈把那須滄海珠，
Nhập hoài bản ỷ Côn Sơn ngọc.,入懷本倚崑山玉。
"Bát khí Đàm Châu bách hộc tửu,",撥棄潭州百斛酒，
Vu một Tiêu ngạn thiên châu cúc.,蕪沒瀟岸千株菊。
"Sử ngã trú lập phiền nhi tôn,",使我晝立煩兒孫，
Linh ngã dạ toạ phí đăng chúc.,令我夜坐費燈燭。
"Ức tử sơ uý Vĩnh Gia khứ,",憶子初尉永嘉去，
Hồng nhan bạch diện hoa ánh nhục.,紅顏白面花映肉。
"Quân phù hầu ấn thủ khởi trì,",軍符侯印取豈遲，
Tử yến lục nhĩ hành thậm tốc.,紫燕騄耳行甚速。
"Thánh triều thượng phi chiến đấu trần,",聖朝尚飛戰鬥塵，
Tế thế nghi dẫn anh tuấn nhân.,濟世宜引英俊人。
"Lê nguyên sầu thống hội tô tức,",黎元愁痛會蘇息，
Di địch bạt hỗ đồ thuân tuần.,夷狄跋扈徒逡巡。
"Thụ việt trúc đàn văn ý chỉ,",授鉞築壇聞意旨，
Đồi cương lậu võng kỳ my luân.,頹綱漏網期彌綸。
"Quách Khâm thượng thư kiến đại kế,",郭欽上書見大計，
Lưu Nghị đáp chiếu kinh quần thần.,劉毅答詔驚群臣。
"Tha nhật cánh bộc ngữ bất thiển,",他日更僕語不淺，
Minh công luận binh khí ích chấn.,明公論兵氣益振。
"Khuynh hồ tiêu quản hắc bạch phát,",傾壺簫管黑白髮，
Vũ kiếm sương tuyết xuy thanh xuân.,舞劍霜雪吹青春。
"Yến diên tằng ngữ Tô Quý Tử,",宴筵曾語蘇季子，
Hậu lai kiệt xuất vân tôn tỷ.,後來傑出雲孫比。
"Mao trai định vương thành quách môn,",茅齋定王城郭門，
Dược vật sở lão ngư thương thị.,藥物楚老漁商市。
"Thị bắc khiên dư mỗi liên duệ,",市北肩輿每聯袂，
Quách nam bão úng diệc ẩn kỷ.,郭南抱甕亦隱几。
"Vô số tướng quân tây đệ thành,",無數將軍西第成，
Tảo tác thừa tướng đông sơn khởi.,早作丞相東山起。
"Điểu tước khổ phì thu túc thục,",鳥雀苦肥秋粟菽，
Giao long dục chập hàn sa thuỷ.,蛟龍欲蟄寒沙水。
"Thiên hạ cổ giốc hà thì hưu,",天下鼓角何時休，
Trận tiền bộ khúc chung nhật tử.,陣前部曲終日死。
"Phụ thư dữ Bùi nhân thị Tô,",附書與裴因示蘇，
Thử sinh tỵ quý tu nhân phù.,此生巳愧須人扶。
"Trí quân Nghiêu Thuấn phó công đẳng,",致君堯舜付公等，
Tảo cứ yếu lộ tư quyên khu.,早據要路思捐軀。
