vi,ch
"Khổng Minh miếu tiền hữu lão bách,",孔明廟前有老柏，
Kha như thanh đồng căn như thạch.,柯如青銅根如石。
"Song bì lưu vũ tứ thập vi,",雙皮溜雨四十圍，
Đại sắc sâm thiên nhị thiên xích.,黛色參天二千尺。
"Quân thần dĩ dữ thì tế hội,",君臣已與時際會，
Thụ mộc do vi nhân ái tích.,樹木猶為人愛惜。
"Vân lai khí tiếp Vu Giáp trường,",雲來氣接巫峽長，
Nguyệt xuất hàn thông Tuyết Sơn bạch.,月出寒通雪山白。
"Ức tạc lộ nhiễu Cẩm đình đông,",憶昨路繞錦亭東，
"Tiên Chủ, Vũ Hầu đồng bí cung.",先主武侯同閟宮。
"Thôi ngôi chi cán giao nguyên cổ,",崔嵬枝幹郊原古，
Yểu điệu đan thanh hộ dũ không.,窈窕丹青戶牖空。
"Lạc lạc bàn cứ tuy đắc địa,",落落盤踞雖得地，
Minh minh cô cao đa liệt phong.,冥冥孤高多烈風。
"Phù trì tự thị thần minh lực,",扶持自是神明力，
Chánh trực nguyên nhân tạo hoá công.,正直元因造化功。
"Đại hạ như khuynh yếu lương đống,",大廈如傾要梁棟，
Vạn ngưu hồi thủ khâu sơn trọng.,萬牛迴首丘山重。
"Bất lộ văn chương thế dĩ kinh,",不露文章世已驚，
Vị từ tiễn phạt thuỳ năng tống.,未辭剪伐誰能送。
"Khổ tâm khởi miễn dung lâu nghị,",苦心豈免容螻蟻，
Hương diệp chung kinh túc loan phượng.,香葉終經宿鸞鳳。
"Chí sĩ u nhân mạc oán ta,",志士幽人莫怨嗟，
Cổ lai tài đại nan vi dụng.,古來材大難為用。
