vi,ch
"Nhân sinh bất tác An Kỳ Sinh,",人生不作安期生，
Tuý nhập đông hải kỵ trường kình.,醉入東海騎長鯨。
"Do đương xuất tác Lý Tây Bình,",猶當出作李西平，
Thủ kiêu nghịch tặc thanh cựu kinh.,手梟逆賊清舊京。
"Kim ấn hoàng hoàng vị nhập thủ,",金印煌煌未入手，
Bạch phát chủng chủng lai vô tình.,白髮種種來無情。
"Thành Đô cổ tự ngoạ thu vãn,",成都古寺臥秋晚，
Lạc nhật thiên bàng tăng song minh.,落日偏傍僧窗明。
"Khởi kỳ mã thượng phá tặc thủ,",豈其馬上破賊手，
Nga thi thường tác hàn tương minh.,哦詩常作寒螿鳴。
"Hứng lai mãi tận thị kiều tửu,",興來買盡市橋酒，
Đại xa lỗi lạc đồi trường bình.,大車磊落堆長瓶。
"Ai ty hào trúc trợ kịch ẩm,",哀絲豪竹助劇飲，
Như Cự Dã thụ Hoàng Hà khuynh.,如巨野受黃河傾。
"Bình sinh nhất chích bất nhập khẩu,",平生一滴不入口，
Nghĩa khí đốn sử thiên nhân kinh.,義氣頓使千人驚。
"Quốc thù vị báo tráng sĩ lão,",國讎未報壯士老，
Hạp trung trường kiếm dạ hữu thanh.,匣中長劍夜有聲。
"Hà đương khải toàn yến tướng sĩ,",何當凱旋宴將士，
Tam canh tuyết áp Phi Hồ thành.,三更雪壓飛狐城。
