vi,ch
"Đương thời Lang Quan phụng sứ xuất Hàm kinh,",當時郎官奉使出鹹京，
Tiên nhân thiên lý lai tương nghênh.,仙人千里來相迎。
"Hoạ thuyền xuy địch lộng Lục Thuỷ,",畫船吹笛弄綠水，
Hà ý phương châu di cựu danh.,何意芳洲遺舊名。
"Đường từ vu một tri hà đại,",唐祠蕪沒知何代，
Duy hữu đông lưu thuỷ trường tại.,惟有東流水長在。
"Lê hầu độc khởi lương đống tài,",黎侯獨起梁棟材，
Phảng phất vân trung tích hiên cái.,彷彿雲中昔軒蓋。
"Nam phi Việt điểu, bắc phi hồng,",南飛越鳥北飛鴻，
Kim cổ du du khứ trú đồng.,今古悠悠去住衕。
"Phú quý hà như nhất bôi tửu,",富貴何如一杯酒，
Sầu lai vô địa lỗi tây phong.,愁來無地酹西風。
"Đại Biệt sơn cao kỷ thiên xích,",大別山高幾千尺，
Cách thành chánh dữ từ tương trị.,隔城正與祠相值。
"Thanh viên dạ bão nguyệt quang đề,",青猿夜抱月光啼，
Quải tại đông hồ chi thạch bích.,掛在東湖之石壁。
"Lê hầu bổn tại đẩu Nam gia,",黎侯本在斗南家，
Chẩm qua do tự ức yên hà.,枕戈猶自憶煙霞。
"Kỳ nghĩ tương thân báo thiên tử,",祇擬將身報天子，
Bất phụ hung trung thư ngũ xa.,不負胸中書五車。
"Tạc giả tương phùng ngọc khuyết hạ,",昨者相逢玉闕下，
Biệt lai kỷ nhật thu tiêu sái.,別來幾日秋瀟灑。
"Hoàng diệp đương đầu loạn đả nhân,",黃葉當頭亂打人，
Môn tiền hệ trứ thanh thông mã.,門前繫著青驄馬。
"Quân kim quy khứ điếu tình hồ,",君今歸去釣晴湖，
Ngã diệc minh niên từ đế đô.,我亦明年辭帝都。
"Nhược quá hồ biên định tương kiến,",若過湖邊定相見，
Vi vấn tiên nhân an ổn vô.,為問仙人安穩無。
