vi,ch
"Cám trừu mạc kiến hoàng kim câu,",紺紬幕見黃金鉤，
Bối ky lỗi lạc trừng bất lưu.,貝璣磊落澄不流。
"Phân phân mỵ ảnh động ba thượng,",紛紛媚影動波上，
Đích đích viễn thế hoành sa đầu.,的的遠勢橫沙頭。
"Tiền sơn tiệm hôn ngư xướng tức,",前山漸昏漁唱息，
Duy hữu sơ vi ngâm cùng thu.,唯有疏葦吟窮秋。
"Dư phương nhị tiếp đối thử cảnh,",予方弭楫對此景，
Thời dục thừa hứng trường dạ du.,時欲乘興長夜游。
"Thanh nga đãng tương hốt viễn chí,",青蛾蕩槳忽遠至，
Tuy hữu nhã ước do tần tu.,雖有雅約猶嚬羞。
"Thái chu tiên minh tứ song tịch,",彩舟鮮明四窗辟，
Lan trửu tân hoạt gia tân lưu.,蘭酎辛滑嘉賓留。
"Ca dư thanh liệt quán chúng nhĩ,",歌餘清洌貫眾耳，
Tiếu động tư thái sinh hương cấu.,笑動姿采生香㡚。
"Ngọc bàn khoái lô quang nhất sắc,",玉盤膾鱸光一色，
Đính thốc hào hạch tuỳ sở sưu.,飣簇殽核隨所搜。
"Hà tà Sâm đảo khí du hạo,",河斜參倒氣遊浩，
Ngã khởi ẩm tử tử tất thù.,我起飲子子必酬。
"Cộng tri thử hội bất dị đắc,",共知此會不易得，
Giải cấu đắc thử nan tái cầu.,邂逅得此難再求。
"Khu khu tài tri tự lao dịch,",區區才知自勞役，
Nhiễu nhiễu trần tục đa bi ưu.,擾擾塵俗多悲憂。
"Dĩ tuý cánh ca cánh khởi vũ,",已醉更歌更起舞，
Minh nhật phân tán không ly sầu.,明日分散空離愁。
