vi,ch
"Sinh vô sở thành đầu hạo bạch,",生無所成頭皓白，
Nha xỉ dục lạc chân khả tích.,牙齒欲落真可惜。
"Ức hiến tam phú Bồng Lai cung,",憶獻三賦蓬萊宮，
Tự quái nhất nhật thanh huy hách.,自怪一日聲輝赫。
"Tập hiền học sĩ như đổ tường,",集賢學士如堵牆，
Quan ngã lạc bút Trung thư đường.,觀我落筆中書堂。
"Vãng thì văn thái động nhân chủ,",往時文綵動人主，
Thử nhật cơ hàn xu lộ bàng.,此日饑寒趨路傍。
"Vãn tướng mạt khiết thác niên thiếu,",晚將末契托年少，
Đương diện thâu tâm bối diện tiếu.,當面輸心背面笑。
"Ký tạ du du thế thượng nhi,",寄謝悠悠世上兒，
Bất tranh hảo ác mạc tương nghi.,不爭好惡莫相疑。
