vi,ch
"Hữu thạch kỳ tiễu thiên trác thành,",有石奇峭天琢成，
Hữu thảo yêu yêu đông hạ thanh.,有草夭夭冬夏青。
"Nhân ngôn xương bồ phi nhất chủng,",人言菖蒲非一種，
Thượng phẩm cửu tiết thông tiên linh.,上品九節通仙靈。
"Dị căn bất đới trần ai khí,",異根不帶塵埃氣，
Cô thao ái kết tuyền thạch minh.,孤操愛結泉石盟。
"Minh song tịnh kỷ hữu túc khế,",明窗凈幾有宿契，
Hoa lâm thảo thế vô giao tình.,花林草砌無交情。
"Dạ thâm bất hiềm thanh lộ trọng,",夜深不嫌清露重，
Thần quang nghi hữu bạch vân sinh.,晨光疑有白雲生。
"Nộn như Tần thì đồng nữ đăng Bồng Doanh,",嫩如秦時童女登蓬瀛，
Thủ huề lục ngọc trượng từ hành.,手攜綠玉杖徐行。
"Sấu như Thiên Thai sơn thượng thánh hiền tăng,",瘦如天台山上聖賢僧，
Hưu lương tuyệt lạp cô hạc hình.,休糧絕粒孤鶴形。
"Kình như ngũ bách nghĩa sĩ tòng Điền Hoành,",勁如五百義士從田橫，
Anh khí lẫm lẫm ma thanh minh.,英氣凜凜磨青冥。
"Thanh như tam thiên đệ tử lập Khổng đình,",清如三千弟子立孔庭，
Hồi cầm Điểm sắt thiên cơ minh.,回琴點瑟天機鳴。
"Đường tiền bất nhập hồng phấn ý,",堂前不入紅粉意，
Tịch thượng thường thính Thi Thư thanh.,席上常聽詩書聲。
"Quái thạch tiểu đãng giai sung cống,",怪石篠簜皆充貢，
Thử vật Thuấn miếu đương cộng đăng.,此物舜廟當共登。
"Thần Nông tri kỷ nhập bản thảo,",神農知己入本草，
Linh Quân tế hiền di tao kinh.,靈均蔽賢遺騷經。
"U nhân khu ngoạn phát tiên hứng,",幽人軀玩發仙興，
Phương sĩ phục nhị duyên tu linh.,方士服餌延修齡。
"Thái loan tử phụng kỳ hoa uyển,",彩鸞紫鳳琪花苑，
Xích cầu ngọc lân phù dung thành.,赤虯玉麟芙蓉城。
"Thượng giới chân nhân hảo thanh tịnh,",上界真人好清凈，
Kiến thử linh miêu đương đại kinh.,見此靈苗當大驚。
"Ngã dục huề chi triêu thái thanh,",我欲攜之朝太清，
Dao thảo bất cảm chuyên phương hinh.,瑤草不敢專芳馨。
"Ngọc Hoàng nhất tiếu lưu hương án,",玉皇一笑留香案，
Tích dữ hữu đạo giả trưởng sinh.,錫與有道者長生。
"Nhân gian thiên hoa vạn thảo tận vinh diễm,",人間千花萬草盡榮豔，
Vị tất cảm dữ thử thảo tranh cao danh.,未必敢與此草爭高名。
