vi,ch
"Bát nguyệt lương phong thiên khí tinh,",八月涼風天氣晶，
Vạn lý vô vân Hà Hán minh.,萬里無雲河漢明。
"Hôn kiến nam lâu thanh thả thiển,",昏見南樓清且淺，
Hiểu lạc Tây sơn tung phục hoành.,曉落西山縱復橫。
"Lạc Dương thành khuyết thiên trung khởi,",洛陽城闕天中起，
Trường hà dạ dạ thiên môn lý.,長河夜夜千門裡。
"Phức đạo liên manh cộng tế khuy,",複道連甍共蔽虧，
Hoạ đường quỳnh hộ đặc tương nghi.,畫堂瓊戶特相宜。
"Vân mẫu trướng tiền sơ phiếm lạm,",雲母帳前初泛濫，
Thuỷ tinh liêm ngoại chuyển uy dĩ.,水晶簾外轉逶迤。
"Trác bỉ thiều hồi như luyện bạch,",倬彼昭回如練白，
Phục xuất đông thành tiếp nam mạch.,復出東城接南陌。
"Nam mạch chinh nhân khứ bất quy,",南陌征人去不歸，
Thuỳ gia kim dạ đảo hàn y?,誰家今夜搗寒衣？
"Uyên ương cơ thượng sơ huỳnh độ,",鴛鴦機上疏螢度，
Ô Thước kiều biên nhất nhạn phi.,烏鵲橋邊一雁飛。
"Nhạn phi huỳnh độ sầu nan tiết,",雁飛螢度愁難歇，
Toạ kiến minh hà tiệm vi một.,坐見明河漸微沒。
"Dĩ năng thư quyển nhậm phù vân,",已能舒卷任浮雲，
Bất tích quang huy nhượng lưu nguyệt.,不惜光輝讓流月。
"Minh hà khả vọng bất khả thân,",明河可望不可親，
Nguyện đắc thừa tra nhất vấn tân.,願得乘槎一問津。
"Canh tương Chức Nữ chi cơ thạch,",更將織女支機石，
Hoàn phỏng Thành Đô mại bốc nhân.,還訪成都賣卜人。
