vi,ch
"Cuồng phong xuy cổ nguyệt,",狂風吹古月，
Thiết lộng Chương Hoa đài.,竊弄章華臺。
"Bắc Lạc minh tinh động quang thái,",北落明星動光彩，
Nam chinh mãnh tướng như vân lôi.,南征猛將如雲雷。
"Thủ trung điện duệ Ỷ Thiên kiếm,",手中電曳倚天劍，
Trực trảm trường kình hải thuỷ khai.,直斬長鯨海水開。
"Ngã kiến lâu thuyền tráng tâm mục,",我見樓船壯心目，
Pha tự Long Tương há Tam Thục.,頗似龍驤下三蜀。
"Dương binh tập chiến trương hổ kỳ,",揚兵習戰張虎旗，
Giang trung bạch lãng như ngân ốc.,江中白浪如銀屋。
"Thân hậu ngọc trướng lâm Hà Khôi,",身後玉帳臨河魁，
"Tử nhiêm nhược kích quan thôi ngôi,",紫髯若戟冠崔嵬。
"Tế Liễu khai doanh ấp thiên tử,",細柳開營揖天子，
Thuỷ tri Bá Thượng vi anh hài.,始知霸上為嬰孩。
"Khương địch hoành xuy “A đả hồi”,",羌笛橫吹阿嚲回，
Hướng nguyệt lâu trung xuy “Lạc mai”.,向月樓中吹落梅。
"Tướng quân tự khởi vũ trường kiếm,",將軍自起舞長劍，
Tráng sĩ hô thanh động cửu cai.,壯士呼聲動九垓。
"Công thành hiến khải kiến minh chủ,",功成獻凱見明主，
Đan thanh hoạ tượng kỳ lân đài.,丹青畫像麒麟臺。
