vi,ch
"Đạo bàng bi thạch hà luỹ luỹ,",道傍碑石何累累，
Thập lý ngũ lý hành tương truy.,十里五里行相追。
"Tế quan văn tự vị ma diệt,",細觀文字未磨滅，
Kỳ từ như xuất nhất thủ vi.,其詞如出一手為。
"Thịnh xưng trưởng lại hữu huệ chính,",盛稱長吏有惠政，
Di ái tưởng tượng thiên thu thuỳ.,遺愛想像千秋垂。
"Tựu trung hành sự cực toả tế,",就中行事極瑣細，
Thư ngữ bất cố thức giả xuy.,齟齬不顧識者嗤。
"Trưng du tảo tất đạo kiếp hoạch,",徵輸早畢盜劫獲，
Huỳnh cung ký tập thành điệp tuỳ.,黌宮既葺城堞隨。
"Tiên thánh thả vi yếu danh cụ,",先聖且為要名具，
Hạ thử lê thứ giao khả bi.,下此黎庶教可悲。
"Cư nhân ngộ giả liêu tá vấn,",居人遇者聊借問，
Tính danh hoảng hốt vân bất tri.,姓名恍惚云不知。
"Vãng thì vu ngã bản vô ân,",往時于我本無恩，
Khứ hậu khiển ngã như hà ti.,去後遣我如何思？
"Khứ giả bất tư, lai giả nộ,",去者不思來者怒，
Hậu xa khủng đạo tiền triệt nguy.,後車恐蹈前轍危。
"Thâm sơn tạc thạch thu vũ hoạt,",深山鑿石秋雨滑，
Canh thời ngưu lực lao vãn suy.,耕時牛力勞挽推。
"Lý xã hợp tiền dĩ tác ký,",里社合錢以作記，
Thố viên lão tẩu di chỉ huy.,兔園老叟頤指揮。
"Thỉnh khan bi thạch câu chuyên trứu,",請看碑石俱磚甃，
Thân cập thê tử vô hoàn y.,身及妻子無完衣。
"Đãn nguyện Thái Hàng sơn thượng thạch,",但愿太行山上石，
Hoá vi Hô Đà thuỷ trung nê.,化為滹沱水中泥。
"Bất giao đạo bàng khích địa chính vô hạn,",不教道傍隙地正無限，
Ná miễn niên niên thường lập bi.,那免年年常立碑。
