vi,ch
"Minh phi sơ xuất Hán cung thì,",明妃初出漢宮時，
Lệ thấp xuân phong mấn cước thuỳ.,淚濕春風鬢腳垂。
"Đê hồi cố ảnh vô nhan sắc,",低回顧影無顏色，
Thượng đắc quân vương bất tự trì.,尚得君王不自持。
"Quy lai khước quái đan thanh thủ,",歸來卻怪丹青手，
Nhập nhãn bình sinh vị tằng hữu.,入眼平生未曾有。
"Ý thái do lai hoạ bất thành,",意態由來畫不成，
Đương thời uổng sát Mao Diên Thọ.,當時枉殺毛延壽。
"Nhất khứ tâm tri cánh bất quy,",一去心知更不歸，
Khả liên trước tận Hán cung y.,可憐著盡漢宮衣。
"Ký thanh dục vấn tái nam sự,",寄聲欲問塞南事，
Chỉ hữu niên niên hồng nhạn phi.,只有年年鴻雁飛。
"Gia nhân vạn lý truyền tiêu tức,",家人萬里傳消息：
Hảo tại chiên thành mạc tương ức.,好在氈城莫相憶；
Quân bất kiến:,君不見：
"Chỉ xích Trường Môn bế A Kiều,",咫尺長門閉阿嬌，
Nhân sinh thất ý vô nam bắc.,人生失意無南北。
