vi,ch
"Khuyến quân nhất trản quân mạc từ,",勸君一醆君莫辭，
"Khuyến quân lưỡng trản quân mạc nghi,",勸君兩醆君莫疑，
Khuyến quân tam trản quân thuỷ tri.,勸君三醆君始知。
"Diện thượng kim nhật lão tạc nhật,",面上今日老昨日，
Tâm trung tuý thì thắng tỉnh thì.,心中醉時勝醒時。
"Thiên địa điều dao tự trường cửu,",天地迢遙自長久，
Bạch thố xích ô tương sấn tẩu.,白兔赤烏相趁走。
"Thân hậu đôi kim trụ Bắc Đẩu,",身後堆金拄北斗，
Bất như sinh tiền nhất tôn tửu.,不如生前一樽酒。
Quân bất kiến:,君不見：
"Xuân Minh môn ngoại thiên dục minh,",春明門外天欲明，
Huyên huyên ca khốc bán tử sinh.,喧喧歌哭半死生。
"Du nhân trú mã xuất bất đắc,",遊人駐馬出不得，
Bạch dư tố xa tranh lộ hành.,白轝素車爭路行。
"Quy khứ lai, đầu dĩ bạch,",歸去來，頭已白，
Điển tiền tương dụng mãi tửu khiết.,典錢將用買酒喫。
